"","ID","run_team","def_team","run_length","start_score","end_score","run_start","run_end","time","time_clean"
"1","5722995","North Carolina","La Salle",16,"2-8","18-8","1H-16:16","1H-12:11",245,"4:05"
"2","5732612","Duke","North Carolina",16,"7-6","23-6","1H-15:47","1H-13:09",158,"2:38"
"3","5722945","North Carolina","American",15,"84-51","99-51","2H-06:30","2H-03:10",200,"3:20"
"4","5723013","North Carolina","Florida",15,"44-32","46-45","1H-01:27","2H-17:35",232,"3:52"
"5","5732590","North Carolina","California",15,"48-39","63-39","2H-13:18","2H-07:50",328,"5:28"
"6","5722933","Elon","North Carolina",14,"57-69","71-69","2H-10:43","2H-06:48",235,"3:55"
"7","5732549","North Carolina","Georgia Tech",13,"8-16","21-16","1H-10:35","1H-06:39",236,"3:56"
"8","5732557","Louisville","North Carolina",12,"70-69","82-69","2H-02:59","2H-00:40",139,"2:19"
"9","5732566","Notre Dame","North Carolina",12,"36-47","48-47","2H-15:46","2H-13:09",157,"2:37"
"10","5732601","Wake Forest","North Carolina",12,"37-39","49-39","2H-14:52","2H-09:36",316,"5:16"
"11","5722933","North Carolina","Elon",11,"69-71","80-71","2H-06:35","2H-04:52",103,"1:43"
"12","5722959","Dayton","North Carolina",11,"23-22","34-22","1H-07:47","1H-06:30",77,"1:17"
"13","5730381","North Carolina","Hawaii",11,"41-36","52-36","2H-19:24","2H-17:15",129,"2:09"
"14","5732612","Duke","North Carolina",11,"29-13","40-13","1H-10:27","1H-05:16",311,"5:11"
"15","5732612","North Carolina","Duke",11,"52-79","63-79","2H-06:39","2H-03:31",188,"3:08"
"16","5810062","North Carolina","Auburn",11,"10-23","21-23","1H-12:04","1H-09:31",153,"2:33"
"17","5723013","Florida","North Carolina",10,"0-2","2-10","1H-17:32","1H-16:21",71,"1:11"
"18","5730381","North Carolina","Hawaii",10,"3-2","13-2","1H-16:47","1H-13:38",189,"3:09"
"19","5732517","North Carolina","NC State",10,"14-17","24-17","1H-06:20","1H-02:50",210,"3:30"
"20","5810067","Kansas","North Carolina",10,"39-29","49-29","1H-05:51","1H-01:43",248,"4:08"
"21","5722389","Alabama","North Carolina",9,"43-38","52-38","2H-18:29","2H-16:52",97,"1:37"
"22","5722933","North Carolina","Elon",9,"17-19","26-19","1H-11:22","1H-10:06",76,"1:16"
"23","5722945","North Carolina","American",9,"61-45","70-45","2H-12:03","2H-10:15",108,"1:48"
"24","5722995","North Carolina","La Salle",9,"69-45","78-45","2H-09:21","2H-07:40",101,"1:41"
"25","5723033","UCLA","North Carolina",9,"0-2","9-2","1H-18:55","1H-17:09",106,"1:46"
"26","5723033","North Carolina","UCLA",9,"18-31","27-31","1H-06:03","1H-04:20",103,"1:43"
"27","5732517","NC State","North Carolina",9,"27-35","36-35","2H-16:42","2H-13:58",164,"2:44"
"28","5732572","North Carolina","SMU",9,"6-6","15-6","1H-15:37","1H-13:06",151,"2:31"
"29","5732607","Pittsburgh","North Carolina",9,"64-65","73-65","2H-02:35","2H-00:11",144,"2:24"
"30","5810062","Auburn","North Carolina",9,"43-34","52-34","2H-19:13","2H-17:16",117,"1:57"
"31","5810067","North Carolina","Kansas",9,"66-77","75-77","2H-10:14","2H-08:51",83,"1:23"
"32","5722933","North Carolina","Elon",8,"34-26","42-26","1H-06:39","1H-05:00",99,"1:39"
"33","5722945","North Carolina","American",8,"33-29","41-29","1H-04:44","1H-02:34",130,"2:10"
"34","5722945","North Carolina","American",8,"76-49","84-49","2H-08:14","2H-07:20",54,"0:54"
"35","5722959","North Carolina","Dayton",8,"52-66","60-66","2H-11:06","2H-09:52",74,"1:14"
"36","5722995","North Carolina","La Salle",8,"44-29","52-29","2H-17:28","2H-16:10",78,"1:18"
"37","5723013","Florida","North Carolina",8,"83-83","84-90","2H-01:48","2H-00:03",105,"1:45"
"38","5723033","UCLA","North Carolina",8,"13-13","21-13","1H-12:40","1H-11:01",99,"1:39"
"39","5723033","UCLA","North Carolina",8,"23-18","31-18","1H-07:16","1H-06:14",62,"1:02"
"40","5723033","North Carolina","UCLA",8,"47-61","55-61","2H-10:12","2H-09:08",64,"1:04"
"41","5723033","North Carolina","UCLA",8,"55-65","63-65","2H-07:51","2H-06:28",83,"1:23"
"42","5723044","North Carolina","Campbell",8,"14-12","22-12","1H-14:01","1H-12:41",80,"1:20"
"43","5732390","North Carolina","Boston College",8,"33-37","41-37","1H-04:50","1H-03:17",93,"1:33"
"44","5732557","North Carolina","Louisville",8,"50-59","58-59","2H-12:11","2H-09:17",174,"2:54"
"45","5732566","North Carolina","Notre Dame",8,"12-12","20-12","1H-12:31","1H-10:37",114,"1:54"
"46","5732572","North Carolina","SMU",8,"50-35","58-35","2H-14:31","2H-13:36",55,"0:55"
"47","5732607","Pittsburgh","North Carolina",8,"34-44","42-44","1H-01:50","1H-01:01",49,"0:49"
"48","5732607","Pittsburgh","North Carolina",8,"42-49","50-49","2H-18:10","2H-15:39",151,"2:31"
"49","5810055","Michigan St.","North Carolina",8,"0-1","8-1","1H-19:00","1H-15:44",196,"3:16"
"50","5810055","Michigan St.","North Carolina",8,"17-13","25-13","1H-11:00","1H-08:58",122,"2:02"
"51","5810055","Michigan St.","North Carolina",8,"57-58","65-58","2H-13:16","2H-10:51",145,"2:25"
"52","5810062","North Carolina","Auburn",8,"52-71","60-71","2H-07:51","2H-06:16",95,"1:35"
"53","5810067","Kansas","North Carolina",8,"7-10","15-10","1H-15:40","1H-14:56",44,"0:44"
"54","5810067","Kansas","North Carolina",8,"27-22","35-22","1H-10:03","1H-08:43",80,"1:20"
"55","5722389","North Carolina","Alabama",7,"18-31","25-31","1H-07:22","1H-06:12",70,"1:10"
"56","5722389","North Carolina","Alabama",7,"57-74","64-74","2H-08:00","2H-07:01",59,"0:59"
"57","5722389","North Carolina","Alabama",7,"72-89","79-89","2H-01:42","2H-00:50",52,"0:52"
"58","5722933","Elon","North Carolina",7,"26-42","33-42","1H-04:41","1H-03:07",94,"1:34"
"59","5722933","North Carolina","Elon",7,"44-39","51-39","1H-01:31","1H-00:28",63,"1:03"
"60","5722933","North Carolina","Elon",7,"80-73","87-73","2H-02:25","2H-00:47",98,"1:38"
"61","5723013","Florida","North Carolina",7,"8-20","10-25","1H-12:21","1H-10:58",83,"1:23"
"62","5723013","North Carolina","Florida",7,"66-67","68-72","2H-08:08","2H-07:23",45,"0:45"
"63","5723033","North Carolina","UCLA",7,"2-9","9-9","1H-17:02","1H-15:51",71,"1:11"
"64","5723033","UCLA","North Carolina",7,"46-41","53-41","2H-15:32","2H-14:23",69,"1:09"
"65","5723044","North Carolina","Campbell",7,"7-9","14-9","1H-16:50","1H-15:33",77,"1:17"
"66","5723044","North Carolina","Campbell",7,"40-31","47-31","2H-18:53","2H-17:46",67,"1:07"
"67","5723044","North Carolina","Campbell",7,"57-40","64-40","2H-13:11","2H-10:49",142,"2:22"
"68","5732390","North Carolina","Boston College",7,"17-15","24-15","1H-11:28","1H-10:26",62,"1:02"
"69","5732557","Louisville","North Carolina",7,"14-15","21-15","1H-09:51","1H-09:02",49,"0:49"
"70","5732572","North Carolina","SMU",7,"41-30","48-30","2H-16:51","2H-16:15",36,"0:36"
"71","5732572","SMU","North Carolina",7,"60-79","67-79","2H-02:03","2H-00:49",74,"1:14"
"72","5732590","North Carolina","California",7,"7-6","14-6","1H-17:17","1H-14:55",142,"2:22"
"73","5732601","North Carolina","Wake Forest",7,"9-7","16-7","1H-14:41","1H-13:28",73,"1:13"
"74","5732601","Wake Forest","North Carolina",7,"58-56","65-56","2H-02:58","2H-01:17",101,"1:41"
"75","5732607","North Carolina","Pittsburgh",7,"54-57","61-57","2H-09:16","2H-08:40",36,"0:36"
"76","5732612","North Carolina","Duke",7,"13-40","20-40","1H-04:54","1H-02:39",135,"2:15"
"77","5732612","Duke","North Carolina",7,"45-25","52-25","1H-00:00","2H-19:06",54,"0:54"
"78","5732612","North Carolina","Duke",7,"45-77","52-77","2H-08:38","2H-07:17",81,"1:21"
"79","5810055","North Carolina","Michigan St.",7,"39-49","46-49","2H-17:13","2H-16:05",68,"1:08"
"80","5810062","Auburn","North Carolina",7,"14-6","21-6","1H-15:50","1H-14:40",70,"1:10"
"81","5810062","Auburn","North Carolina",7,"23-21","30-21","1H-09:16","1H-07:54",82,"1:22"
"82","5810062","Auburn","North Carolina",7,"36-32","43-32","1H-00:57","2H-19:46",71,"1:11"
"83","5810067","North Carolina","Kansas",7,"0-2","7-2","1H-19:13","1H-17:31",102,"1:42"
"84","5722389","North Carolina","Alabama",6,"32-43","38-43","1H-00:29","2H-18:52",97,"1:37"
"85","5722389","North Carolina","Alabama",6,"42-57","48-57","2H-14:53","2H-14:05",48,"0:48"
"86","5722389","Alabama","North Carolina",6,"57-48","63-48","2H-13:59","2H-13:16",43,"0:43"
"87","5722933","North Carolina","Elon",6,"26-21","32-21","1H-09:36","1H-07:59",97,"1:37"
"88","5722933","Elon","North Carolina",6,"33-44","39-44","1H-02:26","1H-02:00",26,"0:26"
"89","5722945","North Carolina","American",6,"17-20","23-20","1H-10:10","1H-09:21",49,"0:49"
"90","5722945","North Carolina","American",6,"41-34","47-34","1H-00:05","2H-19:23",42,"0:42"
"91","5722945","North Carolina","American",6,"52-40","58-40","2H-15:16","2H-13:17",119,"1:59"
"92","5722945","North Carolina","American",6,"70-47","76-47","2H-09:37","2H-08:36",61,"1:01"
"93","5722945","North Carolina","American",6,"99-53","105-53","2H-02:13","2H-01:21",52,"0:52"
"94","5722959","North Carolina","Dayton",6,"6-8","12-8","1H-16:11","1H-15:42",29,"0:29"
"95","5722995","North Carolina","La Salle",6,"36-23","42-23","1H-02:08","1H-00:13",115,"1:55"
"96","5722995","North Carolina","La Salle",6,"59-38","65-38","2H-12:38","2H-12:01",37,"0:37"
"97","5722995","La Salle","North Carolina",6,"45-78","51-78","2H-07:29","2H-06:58",31,"0:31"
"98","5723013","Florida","North Carolina",6,"16-31","18-35","1H-07:15","1H-05:50",85,"1:25"
"99","5723013","Florida","North Carolina",6,"23-38","25-42","1H-03:51","1H-02:59",52,"0:52"
"100","5723033","UCLA","North Carolina",6,"53-43","59-43","2H-13:21","2H-12:50",31,"0:31"
"101","5723044","Campbell","North Carolina",6,"12-22","18-22","1H-12:26","1H-11:42",44,"0:44"
"102","5723044","North Carolina","Campbell",6,"28-24","34-24","1H-07:47","1H-06:28",79,"1:19"
"103","5723044","North Carolina","Campbell",6,"34-29","40-29","1H-02:38","1H-00:00",158,"2:38"
"104","5723044","Campbell","North Carolina",6,"53-82","59-82","2H-05:40","2H-05:15",25,"0:25"
"105","5730381","Hawaii","North Carolina",6,"20-31","26-31","1H-05:50","1H-04:37",73,"1:13"
"106","5730381","Hawaii","North Carolina",6,"26-35","32-35","1H-03:26","1H-01:17",129,"2:09"
"107","5730381","North Carolina","Hawaii",6,"52-39","58-39","2H-16:24","2H-15:35",49,"0:49"
"108","5730381","Hawaii","North Carolina",6,"40-60","46-60","2H-13:33","2H-12:35",58,"0:58"
"109","5730381","North Carolina","Hawaii",6,"68-56","74-56","2H-07:01","2H-06:11",50,"0:50"
"110","5730381","Hawaii","North Carolina",6,"60-80","66-80","2H-04:10","2H-02:04",126,"2:06"
"111","5732390","North Carolina","Boston College",6,"61-64","67-64","2H-11:12","2H-10:13",59,"0:59"
"112","5732390","Boston College","North Carolina",6,"64-67","70-67","2H-09:55","2H-09:21",34,"0:34"
"113","5732390","North Carolina","Boston College",6,"85-89","91-89","2H-00:18","3H-04:23",55,"0:55"
"114","5732390","North Carolina","Boston College",6,"96-96","102-96","3H-01:42","3H-00:28",74,"1:14"
"115","5732517","North Carolina","NC State",6,"4-6","10-6","1H-15:37","1H-13:21",136,"2:16"
"116","5732517","NC State","North Carolina",6,"47-56","53-56","2H-05:19","2H-04:34",45,"0:45"
"117","5732517","NC State","North Carolina",6,"53-58","59-58","2H-03:36","2H-02:28",68,"1:08"
"118","5732549","Georgia Tech","North Carolina",6,"33-38","39-38","2H-14:00","2H-12:29",91,"1:31"
"119","5732566","North Carolina","Notre Dame",6,"20-14","26-14","1H-10:01","1H-08:42",79,"1:19"
"120","5732566","Notre Dame","North Carolina",6,"14-26","20-26","1H-08:14","1H-07:48",26,"0:26"
"121","5732566","North Carolina","Notre Dame",6,"29-24","35-24","1H-04:51","1H-02:23",148,"2:28"
"122","5732566","Notre Dame","North Carolina",6,"24-35","30-35","1H-02:08","1H-00:50",78,"1:18"
"123","5732572","North Carolina","SMU",6,"0-0","6-0","1H-19:32","1H-17:17",135,"2:15"
"124","5732572","SMU","North Carolina",6,"0-6","6-6","1H-17:02","1H-15:56",66,"1:06"
"125","5732572","North Carolina","SMU",6,"27-19","33-19","1H-05:54","1H-04:25",89,"1:29"
"126","5732572","SMU","North Carolina",6,"22-39","28-39","1H-01:08","2H-19:03",125,"2:05"
"127","5732572","SMU","North Carolina",6,"42-64","48-64","2H-09:14","2H-07:46",88,"1:28"
"128","5732592","Stanford","North Carolina",6,"5-7","11-7","1H-16:10","1H-14:02",128,"2:08"
"129","5732592","North Carolina","Stanford",6,"9-12","15-12","1H-13:01","1H-12:34",27,"0:27"
"130","5732592","North Carolina","Stanford",6,"56-59","62-59","2H-07:55","2H-06:47",68,"1:08"
"131","5732601","North Carolina","Wake Forest",6,"3-5","9-5","1H-16:48","1H-15:23",85,"1:25"
"132","5732601","Wake Forest","North Carolina",6,"7-16","13-16","1H-12:02","1H-09:49",133,"2:13"
"133","5732601","Wake Forest","North Carolina",6,"29-33","35-33","2H-19:27","2H-16:31",176,"2:56"
"134","5732601","North Carolina","Wake Forest",6,"43-51","49-51","2H-07:55","2H-07:08",47,"0:47"
"135","5732601","North Carolina","Wake Forest",6,"60-67","66-67","2H-00:11","2H-00:01",10,"0:10"
"136","5732607","North Carolina","Pittsburgh",6,"0-0","6-0","1H-19:31","1H-17:43",108,"1:48"
"137","5732607","Pittsburgh","North Carolina",6,"18-23","24-23","1H-10:46","1H-09:43",63,"1:03"
"138","5732607","North Carolina","Pittsburgh",6,"32-30","38-30","1H-05:17","1H-04:34",43,"0:43"
"139","5732607","North Carolina","Pittsburgh",6,"38-34","44-34","1H-03:21","1H-02:11",70,"1:10"
"140","5810055","North Carolina","Michigan St.",6,"73-80","79-80","2H-01:19","2H-01:03",16,"0:16"
"141","5810055","Michigan St.","North Carolina",6,"86-87","92-87","3H-02:20","3H-00:23",117,"1:57"
"142","5810062","North Carolina","Auburn",6,"24-33","30-33","1H-05:54","1H-04:50",64,"1:04"
"143","5810062","North Carolina","Auburn",6,"60-75","66-75","2H-04:31","2H-03:17",74,"1:14"
"144","5810067","Kansas","North Carolina",6,"19-18","25-18","1H-12:28","1H-11:36",52,"0:52"
"145","5722389","Alabama","North Carolina",5,"4-4","9-4","1H-16:12","1H-15:52",20,"0:20"
"146","5722389","North Carolina","Alabama",5,"7-13","12-13","1H-14:24","1H-14:03",21,"0:21"
"147","5722389","Alabama","North Carolina",5,"13-12","18-12","1H-13:45","1H-13:24",21,"0:21"
"148","5722389","Alabama","North Carolina",5,"18-14","23-14","1H-12:18","1H-10:06",132,"2:12"
"149","5722389","Alabama","North Carolina",5,"23-16","28-16","1H-09:09","1H-08:44",25,"0:25"
"150","5722389","Alabama","North Carolina",5,"33-28","38-28","1H-04:06","1H-03:32",34,"0:34"
"151","5722389","Alabama","North Carolina",5,"38-32","43-32","1H-01:23","1H-00:45",38,"0:38"
"152","5722389","Alabama","North Carolina",5,"74-64","79-64","2H-06:45","2H-06:03",42,"0:42"
"153","5722389","Alabama","North Carolina",5,"89-79","94-79","2H-00:20","2H-00:07",13,"0:13"
"154","5722945","American","North Carolina",5,"13-13","18-13","1H-13:14","1H-12:36",38,"0:38"
"155","5722945","American","North Carolina",5,"29-41","34-41","1H-02:20","1H-01:18",62,"1:02"
"156","5722945","North Carolina","American",5,"47-35","52-35","2H-18:18","2H-17:07",71,"1:11"
"157","5722945","American","North Carolina",5,"35-52","40-52","2H-16:37","2H-15:36",61,"1:01"
"158","5722959","Dayton","North Carolina",5,"39-28","44-28","1H-04:22","1H-03:29",53,"0:53"
"159","5722959","Dayton","North Carolina",5,"51-35","56-35","2H-18:12","2H-17:46",26,"0:26"
"160","5722959","North Carolina","Dayton",5,"39-58","44-58","2H-15:38","2H-14:45",53,"0:53"
"161","5722959","North Carolina","Dayton",5,"47-63","52-63","2H-12:24","2H-11:44",40,"0:40"
"162","5722959","North Carolina","Dayton",5,"63-71","68-71","2H-07:40","2H-07:16",24,"0:24"
"163","5722959","North Carolina","Dayton",5,"75-81","80-81","2H-04:05","2H-03:25",40,"0:40"
"164","5722959","North Carolina","Dayton",5,"80-84","85-84","2H-02:31","2H-01:52",39,"0:39"
"165","5722959","North Carolina","Dayton",5,"85-87","90-87","2H-01:13","2H-00:14",59,"0:59"
"166","5722995","La Salle","North Carolina",5,"0-0","5-0","1H-18:25","1H-17:45",40,"0:40"
"167","5722995","North Carolina","La Salle",5,"24-16","29-16","1H-07:20","1H-06:22",58,"0:58"
"168","5722995","North Carolina","La Salle",5,"29-18","34-18","1H-05:39","1H-04:09",90,"1:30"
"169","5722995","La Salle","North Carolina",5,"40-69","45-69","2H-10:13","2H-09:37",36,"0:36"
"170","5722995","La Salle","North Carolina",5,"62-93","67-93","2H-00:48","2H-00:28",20,"0:20"
"171","5723013","North Carolina","Florida",5,"34-22","36-25","1H-04:32","1H-04:05",27,"0:27"
"172","5723013","Florida","North Carolina",5,"71-69","72-73","2H-06:50","2H-06:13",37,"0:37"
"173","5723033","UCLA","North Carolina",5,"31-27","36-27","1H-04:00","1H-03:03",57,"0:57"
"174","5723033","North Carolina","UCLA",5,"29-40","34-40","1H-00:44","2H-19:48",56,"0:56"
"175","5723033","North Carolina","UCLA",5,"34-44","39-44","2H-18:56","2H-17:41",75,"1:15"
"176","5723044","Campbell","North Carolina",5,"24-34","29-34","1H-05:53","1H-03:02",171,"2:51"
"177","5723044","North Carolina","Campbell",5,"73-49","78-49","2H-07:17","2H-06:53",24,"0:24"
"178","5723044","Campbell","North Carolina",5,"76-97","81-97","2H-01:04","2H-00:07",57,"0:57"
"179","5730381","North Carolina","Hawaii",5,"26-20","31-20","1H-06:50","1H-06:06",44,"0:44"
"180","5730381","North Carolina","Hawaii",5,"80-66","85-66","2H-01:56","2H-00:56",60,"1:00"
"181","5732390","Boston College","North Carolina",5,"15-24","20-24","1H-10:12","1H-09:49",23,"0:23"
"182","5732390","Boston College","North Carolina",5,"27-31","32-31","1H-06:45","1H-06:18",27,"0:27"
"183","5732390","Boston College","North Carolina",5,"32-33","37-33","1H-05:40","1H-05:11",29,"0:29"
"184","5732390","Boston College","North Carolina",5,"38-43","43-43","1H-02:07","1H-01:34",33,"0:33"
"185","5732390","North Carolina","Boston College",5,"67-70","72-70","2H-08:56","2H-07:43",73,"1:13"
"186","5732517","NC State","North Carolina",5,"8-12","13-12","1H-10:35","1H-08:42",113,"1:53"
"187","5732517","North Carolina","NC State",5,"24-20","29-20","1H-01:05","2H-19:36",89,"1:29"
"188","5732517","North Carolina","NC State",5,"44-42","49-42","2H-09:33","2H-08:54",39,"0:39"
"189","5732549","Georgia Tech","North Carolina",5,"9-6","14-6","1H-12:43","1H-12:00",43,"0:43"
"190","5732549","Georgia Tech","North Carolina",5,"26-31","31-31","1H-00:54","2H-17:54",180,"3:00"
"191","5732549","North Carolina","Georgia Tech",5,"31-31","36-31","2H-17:42","2H-15:16",146,"2:26"
"192","5732549","Georgia Tech","North Carolina",5,"39-42","44-42","2H-10:44","2H-10:12",32,"0:32"
"193","5732549","North Carolina","Georgia Tech",5,"59-57","64-57","2H-02:26","2H-01:11",75,"1:15"
"194","5732557","Louisville","North Carolina",5,"2-2","7-2","1H-18:45","1H-17:11",94,"1:34"
"195","5732557","North Carolina","Louisville",5,"2-7","7-7","1H-16:41","1H-15:22",79,"1:19"
"196","5732557","Louisville","North Carolina",5,"7-7","12-7","1H-14:27","1H-14:01",26,"0:26"
"197","5732557","North Carolina","Louisville",5,"7-12","12-12","1H-13:42","1H-13:05",37,"0:37"
"198","5732557","North Carolina","Louisville",5,"22-30","27-30","1H-03:43","1H-03:02",41,"0:41"
"199","5732557","Louisville","North Carolina",5,"39-35","44-35","2H-18:52","2H-17:32",80,"1:20"
"200","5732557","North Carolina","Louisville",5,"64-70","69-70","2H-05:37","2H-05:09",28,"0:28"
"201","5732566","North Carolina","Notre Dame",5,"1-4","6-4","1H-16:45","1H-15:59",46,"0:46"
"202","5732566","Notre Dame","North Carolina",5,"58-59","63-59","2H-07:40","2H-06:27",73,"1:13"
"203","5732572","North Carolina","SMU",5,"15-10","20-10","1H-12:15","1H-11:44",31,"0:31"
"204","5732572","North Carolina","SMU",5,"58-38","63-38","2H-13:04","2H-12:32",32,"0:32"
"205","5732572","North Carolina","SMU",5,"66-52","71-52","2H-05:21","2H-05:21",0,"0:00"
"206","5732590","North Carolina","California",5,"2-4","7-4","1H-18:20","1H-17:56",24,"0:24"
"207","5732590","California","North Carolina",5,"24-36","29-36","1H-03:18","1H-00:55",143,"2:23"
"208","5732590","North Carolina","California",5,"41-35","46-35","2H-16:35","2H-15:50",45,"0:45"
"209","5732590","California","North Carolina",5,"41-65","46-65","2H-06:29","2H-06:03",26,"0:26"
"210","5732590","North Carolina","California",5,"67-48","72-48","2H-05:01","2H-04:24",37,"0:37"
"211","5732590","North Carolina","California",5,"72-50","77-50","2H-03:02","2H-02:05",57,"0:57"
"212","5732592","North Carolina","Stanford",5,"2-5","7-5","1H-17:33","1H-16:30",63,"1:03"
"213","5732592","North Carolina","Stanford",5,"19-17","24-17","1H-09:58","1H-08:07",111,"1:51"
"214","5732592","Stanford","North Carolina",5,"17-24","22-24","1H-07:50","1H-07:07",43,"0:43"
"215","5732592","Stanford","North Carolina",5,"25-30","30-30","1H-03:15","1H-02:52",23,"0:23"
"216","5732592","North Carolina","Stanford",5,"34-35","39-35","1H-00:06","2H-19:04",62,"1:02"
"217","5732592","Stanford","North Carolina",5,"52-52","57-52","2H-11:04","2H-09:35",89,"1:29"
"218","5732592","Stanford","North Carolina",5,"63-67","68-67","2H-02:23","2H-01:56",27,"0:27"
"219","5732601","Wake Forest","North Carolina",5,"0-3","5-3","1H-18:13","1H-17:03",70,"1:10"
"220","5732601","North Carolina","Wake Forest",5,"49-53","54-53","2H-06:31","2H-05:21",70,"1:10"
"221","5732601","Wake Forest","North Carolina",5,"53-54","58-54","2H-04:48","2H-03:43",65,"1:05"
"222","5732607","Pittsburgh","North Carolina",5,"8-15","13-15","1H-13:49","1H-13:28",21,"0:21"
"223","5732607","North Carolina","Pittsburgh",5,"44-42","49-42","2H-19:38","2H-18:27",71,"1:11"
"224","5732607","Pittsburgh","North Carolina",5,"50-52","55-52","2H-12:32","2H-11:37",55,"0:55"
"225","5732607","Pittsburgh","North Carolina",5,"59-63","64-63","2H-05:33","2H-04:41",52,"0:52"
"226","5732612","Duke","North Carolina",5,"2-2","7-2","1H-17:47","1H-17:18",29,"0:29"
"227","5732612","Duke","North Carolina",5,"57-34","62-34","2H-16:23","2H-15:49",34,"0:34"
"228","5732612","Duke","North Carolina",5,"66-42","71-42","2H-12:54","2H-12:09",45,"0:45"
"229","5810055","North Carolina","Michigan St.",5,"31-43","36-43","1H-01:17","2H-19:47",90,"1:30"
"230","5810055","North Carolina","Michigan St.",5,"53-57","58-57","2H-13:47","2H-13:25",22,"0:22"
"231","5810055","North Carolina","Michigan St.",5,"82-86","87-86","3H-03:24","3H-02:44",40,"0:40"
"232","5810062","Auburn","North Carolina",5,"4-2","9-2","1H-18:34","1H-18:09",25,"0:25"
"233","5810062","Auburn","North Carolina",5,"9-4","14-4","1H-17:14","1H-16:13",61,"1:01"
"234","5810062","North Carolina","Auburn",5,"34-52","39-52","2H-16:57","2H-16:22",35,"0:35"
"235","5810062","Auburn","North Carolina",5,"52-39","57-39","2H-15:47","2H-15:11",36,"0:36"
"236","5810062","Auburn","North Carolina",5,"63-50","68-50","2H-09:54","2H-08:45",69,"1:09"
"237","5810062","Auburn","North Carolina",5,"75-66","80-66","2H-02:49","2H-02:10",39,"0:39"
"238","5810067","Kansas","North Carolina",5,"2-7","7-7","1H-17:03","1H-16:29",34,"0:34"
"239","5810067","North Carolina","Kansas",5,"24-39","29-39","1H-06:44","1H-06:10",34,"0:34"
"240","5810067","North Carolina","Kansas",5,"38-55","43-55","2H-19:28","2H-18:38",50,"0:50"
"241","5810067","North Carolina","Kansas",5,"43-57","48-57","2H-17:30","2H-16:51",39,"0:39"
"242","5810067","North Carolina","Kansas",5,"48-59","53-59","2H-15:29","2H-15:03",26,"0:26"
"243","5810067","Kansas","North Carolina",5,"59-53","64-53","2H-14:50","2H-14:37",13,"0:13"
"244","5810067","North Carolina","Kansas",5,"75-79","80-79","2H-08:03","2H-07:09",54,"0:54"
"245","5810067","Kansas","North Carolina",5,"87-89","92-89","2H-01:45","2H-00:12",93,"1:33"
"246","5722389","Alabama","North Carolina",4,"0-2","4-2","1H-17:22","1H-16:39",43,"0:43"
"247","5722389","Alabama","North Carolina",4,"9-7","13-7","1H-15:19","1H-14:52",27,"0:27"
"248","5722389","North Carolina","Alabama",4,"28-38","32-38","1H-02:00","1H-01:37",23,"0:23"
"249","5722389","Alabama","North Carolina",4,"63-50","67-50","2H-12:01","2H-11:24",37,"0:37"
"250","5722389","Alabama","North Carolina",4,"82-69","86-69","2H-03:20","2H-02:53",27,"0:27"
"251","5722933","Elon","North Carolina",4,"10-13","14-13","1H-16:39","1H-16:21",18,"0:18"
"252","5722933","Elon","North Carolina",4,"39-51","43-51","2H-19:35","2H-18:30",65,"1:05"
"253","5722933","North Carolina","Elon",4,"51-43","55-43","2H-18:18","2H-17:36",42,"0:42"
"254","5722945","North Carolina","American",4,"13-18","17-18","1H-11:31","1H-11:09",22,"0:22"
"255","5722945","North Carolina","American",4,"25-24","29-24","1H-08:13","1H-07:08",65,"1:05"
"256","5722945","North Carolina","American",4,"29-26","33-26","1H-06:05","1H-05:26",39,"0:39"
"257","5722959","Dayton","North Carolina",4,"0-3","4-3","1H-18:04","1H-17:45",19,"0:19"
"258","5722959","Dayton","North Carolina",4,"11-14","15-14","1H-13:22","1H-13:06",16,"0:16"
"259","5722959","Dayton","North Carolina",4,"35-25","39-25","1H-05:33","1H-04:52",41,"0:41"
"260","5722959","North Carolina","Dayton",4,"35-56","39-56","2H-17:36","2H-17:12",24,"0:24"
"261","5722959","Dayton","North Carolina",4,"71-68","75-68","2H-06:57","2H-06:36",21,"0:21"
"262","5722959","North Carolina","Dayton",4,"71-78","75-78","2H-05:14","2H-04:51",23,"0:23"
"263","5722995","North Carolina","La Salle",4,"18-10","22-10","1H-11:40","1H-11:20",20,"0:20"
"264","5722995","La Salle","North Carolina",4,"10-22","14-22","1H-09:51","1H-08:50",61,"1:01"
"265","5722995","La Salle","North Carolina",4,"25-44","29-44","2H-19:03","2H-18:18",45,"0:45"
"266","5722995","North Carolina","La Salle",4,"65-40","69-40","2H-10:54","2H-10:20",34,"0:34"
"267","5722995","North Carolina","La Salle",4,"78-51","82-51","2H-06:37","2H-06:10",27,"0:27"
"268","5723013","North Carolina","Florida",4,"28-15","29-18","1H-08:23","1H-08:05",18,"0:18"
"269","5723013","Florida","North Carolina",4,"46-50","47-53","2H-16:39","2H-15:52",47,"0:47"
"270","5723013","North Carolina","Florida",4,"61-59","63-61","2H-10:29","2H-10:01",28,"0:28"
"271","5723013","North Carolina","Florida",4,"75-79","77-81","2H-04:24","2H-04:03",21,"0:21"
"272","5723033","North Carolina","UCLA",4,"14-23","18-23","1H-09:12","1H-08:43",29,"0:29"
"273","5723033","UCLA","North Carolina",4,"36-29","40-29","1H-02:15","1H-01:34",41,"0:41"
