"","date","team","week","conference_game","home_away","opponent","opp_conf","conf"
"1","2024-08-31T19:30:00.000Z","Air Force",1,FALSE,"home","Merrimack",NA,"Mountain West"
"2","2024-09-07T23:00:00.000Z","Air Force",2,TRUE,"home","San José State","Mountain West","Mountain West"
"3","2024-09-14T23:30:00.000Z","Air Force",3,FALSE,"away","Baylor","Big 12","Mountain West"
"4","2024-09-29T00:00:00.000Z","Air Force",5,TRUE,"away","Wyoming","Mountain West","Mountain West"
"5","2024-10-05T16:00:00.000Z","Air Force",6,FALSE,"home","Navy","American Athletic","Mountain West"
"6","2024-10-13T00:00:00.000Z","Air Force",7,TRUE,"away","New Mexico","Mountain West","Mountain West"
"7","2024-10-20T00:00:00.000Z","Air Force",8,TRUE,"home","Colorado State","Mountain West","Mountain West"
"8","2024-11-02T04:00:00.000Z","Air Force",10,FALSE,"away","Army","American Athletic","Mountain West"
"9","2024-11-09T05:00:00.000Z","Air Force",11,TRUE,"home","Fresno State","Mountain West","Mountain West"
"10","2024-11-16T20:30:00.000Z","Air Force",12,FALSE,"home","Oregon State","Pac-12","Mountain West"
"11","2024-11-23T05:00:00.000Z","Air Force",13,TRUE,"away","Nevada","Mountain West","Mountain West"
"12","2024-11-30T05:00:00.000Z","Air Force",14,TRUE,"away","San Diego State","Mountain West","Mountain West"
"13","2024-08-31T19:30:00.000Z","Akron",1,FALSE,"away","Ohio State","Big Ten","Mid-American"
"14","2024-09-07T16:00:00.000Z","Akron",2,FALSE,"away","Rutgers","Big Ten","Mid-American"
"15","2024-09-14T22:00:00.000Z","Akron",3,FALSE,"home","Colgate",NA,"Mid-American"
"16","2024-09-21T04:00:00.000Z","Akron",4,FALSE,"away","South Carolina","SEC","Mid-American"
"17","2024-09-28T04:00:00.000Z","Akron",5,TRUE,"away","Ohio","Mid-American","Mid-American"
"18","2024-10-05T04:00:00.000Z","Akron",6,TRUE,"home","Bowling Green","Mid-American","Mid-American"
"19","2024-10-12T04:00:00.000Z","Akron",7,TRUE,"away","Western Michigan","Mid-American","Mid-American"
"20","2024-10-26T04:00:00.000Z","Akron",9,TRUE,"home","Eastern Michigan","Mid-American","Mid-American"
"21","2024-11-02T04:00:00.000Z","Akron",10,TRUE,"home","Buffalo","Mid-American","Mid-American"
"22","2024-11-13T05:00:00.000Z","Akron",12,TRUE,"away","Northern Illinois","Mid-American","Mid-American"
"23","2024-11-19T05:00:00.000Z","Akron",13,TRUE,"away","Kent State","Mid-American","Mid-American"
"24","2024-11-27T00:00:00.000Z","Akron",14,TRUE,"home","Toledo","Mid-American","Mid-American"
"25","2024-08-31T23:00:00.000Z","Alabama",1,FALSE,"home","Western Kentucky","Conference USA","SEC"
"26","2024-09-07T23:00:00.000Z","Alabama",2,FALSE,"home","South Florida","American Athletic","SEC"
"27","2024-09-14T16:00:00.000Z","Alabama",3,FALSE,"away","Wisconsin","Big Ten","SEC"
"28","2024-09-28T23:30:00.000Z","Alabama",5,TRUE,"home","Georgia","SEC","SEC"
"29","2024-10-05T04:00:00.000Z","Alabama",6,TRUE,"away","Vanderbilt","SEC","SEC"
"30","2024-10-12T16:00:00.000Z","Alabama",7,TRUE,"home","South Carolina","SEC","SEC"
"31","2024-10-19T04:00:00.000Z","Alabama",8,TRUE,"away","Tennessee","SEC","SEC"
"32","2024-10-26T04:00:00.000Z","Alabama",9,TRUE,"home","Missouri","SEC","SEC"
"33","2024-11-09T05:00:00.000Z","Alabama",11,TRUE,"away","LSU","SEC","SEC"
"34","2024-11-16T19:00:00.000Z","Alabama",12,FALSE,"home","Mercer",NA,"SEC"
"35","2024-11-23T05:00:00.000Z","Alabama",13,TRUE,"away","Oklahoma","SEC","SEC"
"36","2024-11-30T05:00:00.000Z","Alabama",14,TRUE,"home","Auburn","SEC","SEC"
"37","2024-08-31T19:30:00.000Z","Appalachian State",1,FALSE,"home","East Tennessee State",NA,"Sun Belt"
"38","2024-09-08T00:00:00.000Z","Appalachian State",2,FALSE,"away","Clemson","ACC","Sun Belt"
"39","2024-09-14T20:00:00.000Z","Appalachian State",3,FALSE,"away","East Carolina","American Athletic","Sun Belt"
"40","2024-09-19T23:30:00.000Z","Appalachian State",4,TRUE,"home","South Alabama","Sun Belt","Sun Belt"
"41","2024-09-28T04:00:00.000Z","Appalachian State",5,FALSE,"home","Liberty","Conference USA","Sun Belt"
"42","2024-10-05T04:00:00.000Z","Appalachian State",6,TRUE,"away","Marshall","Sun Belt","Sun Belt"
"43","2024-10-12T04:00:00.000Z","Appalachian State",7,TRUE,"away","Louisiana","Sun Belt","Sun Belt"
"44","2024-10-26T04:00:00.000Z","Appalachian State",9,TRUE,"home","Georgia State","Sun Belt","Sun Belt"
"45","2024-11-02T04:00:00.000Z","Appalachian State",10,TRUE,"home","Old Dominion","Sun Belt","Sun Belt"
"46","2024-11-08T01:00:00.000Z","Appalachian State",11,TRUE,"away","Coastal Carolina","Sun Belt","Sun Belt"
"47","2024-11-23T05:00:00.000Z","Appalachian State",13,TRUE,"home","James Madison","Sun Belt","Sun Belt"
"48","2024-11-30T05:00:00.000Z","Appalachian State",14,TRUE,"away","Georgia Southern","Sun Belt","Sun Belt"
"49","2024-09-01T02:30:00.000Z","Arizona",1,FALSE,"home","New Mexico","Mountain West","Big 12"
"50","2024-09-08T02:00:00.000Z","Arizona",2,FALSE,"home","Northern Arizona",NA,"Big 12"
"51","2024-09-14T00:00:00.000Z","Arizona",3,TRUE,"away","Kansas State","Big 12","Big 12"
"52","2024-09-28T04:00:00.000Z","Arizona",5,TRUE,"away","Utah","Big 12","Big 12"
"53","2024-10-05T04:00:00.000Z","Arizona",6,TRUE,"home","Texas Tech","Big 12","Big 12"
"54","2024-10-12T04:00:00.000Z","Arizona",7,TRUE,"away","BYU","Big 12","Big 12"
"55","2024-10-19T04:00:00.000Z","Arizona",8,TRUE,"home","Colorado","Big 12","Big 12"
"56","2024-10-26T04:00:00.000Z","Arizona",9,TRUE,"home","West Virginia","Big 12","Big 12"
"57","2024-11-02T04:00:00.000Z","Arizona",10,TRUE,"away","UCF","Big 12","Big 12"
"58","2024-11-16T03:15:00.000Z","Arizona",12,TRUE,"home","Houston","Big 12","Big 12"
"59","2024-11-23T05:00:00.000Z","Arizona",13,TRUE,"away","TCU","Big 12","Big 12"
"60","2024-11-30T05:00:00.000Z","Arizona",14,TRUE,"home","Arizona State","Big 12","Big 12"
"61","2024-09-01T02:30:00.000Z","Arizona State",1,FALSE,"home","Wyoming","Mountain West","Big 12"
"62","2024-09-08T02:30:00.000Z","Arizona State",2,FALSE,"home","Mississippi State","SEC","Big 12"
"63","2024-09-12T23:30:00.000Z","Arizona State",3,FALSE,"away","Texas State","Sun Belt","Big 12"
"64","2024-09-21T04:00:00.000Z","Arizona State",4,TRUE,"away","Texas Tech","Big 12","Big 12"
"65","2024-10-05T04:00:00.000Z","Arizona State",6,TRUE,"home","Kansas","Big 12","Big 12"
"66","2024-10-12T02:30:00.000Z","Arizona State",7,TRUE,"home","Utah","Big 12","Big 12"
"67","2024-10-19T04:00:00.000Z","Arizona State",8,TRUE,"away","Cincinnati","Big 12","Big 12"
"68","2024-11-02T04:00:00.000Z","Arizona State",10,TRUE,"away","Oklahoma State","Big 12","Big 12"
"69","2024-11-09T05:00:00.000Z","Arizona State",11,TRUE,"home","UCF","Big 12","Big 12"
"70","2024-11-16T05:00:00.000Z","Arizona State",12,TRUE,"away","Kansas State","Big 12","Big 12"
"71","2024-11-23T05:00:00.000Z","Arizona State",13,TRUE,"home","BYU","Big 12","Big 12"
"72","2024-11-30T05:00:00.000Z","Arizona State",14,TRUE,"away","Arizona","Big 12","Big 12"
"73","2024-08-29T23:30:00.000Z","Arkansas",1,FALSE,"neutral","Arkansas-Pine Bluff",NA,"SEC"
"74","2024-09-07T16:00:00.000Z","Arkansas",2,FALSE,"away","Oklahoma State","Big 12","SEC"
"75","2024-09-14T20:15:00.000Z","Arkansas",3,FALSE,"home","UAB","American Athletic","SEC"
"76","2024-09-21T04:00:00.000Z","Arkansas",4,TRUE,"away","Auburn","SEC","SEC"
"77","2024-09-28T04:00:00.000Z","Arkansas",5,TRUE,"neutral","Texas A&M","SEC","SEC"
"78","2024-10-05T04:00:00.000Z","Arkansas",6,TRUE,"home","Tennessee","SEC","SEC"
"79","2024-10-19T04:00:00.000Z","Arkansas",8,TRUE,"home","LSU","SEC","SEC"
"80","2024-10-26T04:00:00.000Z","Arkansas",9,TRUE,"away","Mississippi State","SEC","SEC"
"81","2024-11-02T04:00:00.000Z","Arkansas",10,TRUE,"home","Ole Miss","SEC","SEC"
"82","2024-11-16T17:00:00.000Z","Arkansas",12,TRUE,"home","Texas","SEC","SEC"
"83","2024-11-23T05:00:00.000Z","Arkansas",13,FALSE,"home","Louisiana Tech","Conference USA","SEC"
"84","2024-11-30T05:00:00.000Z","Arkansas",14,TRUE,"away","Missouri","SEC","SEC"
"85","2024-08-31T23:00:00.000Z","Arkansas State",1,FALSE,"home","Central Arkansas",NA,"Sun Belt"
"86","2024-09-07T23:00:00.000Z","Arkansas State",2,FALSE,"home","Tulsa","American Athletic","Sun Belt"
"87","2024-09-14T16:00:00.000Z","Arkansas State",3,FALSE,"away","Michigan","Big Ten","Sun Belt"
"88","2024-09-21T18:00:00.000Z","Arkansas State",4,FALSE,"away","Iowa State","Big 12","Sun Belt"
"89","2024-10-05T23:00:00.000Z","Arkansas State",6,TRUE,"home","South Alabama","Sun Belt","Sun Belt"
"90","2024-10-12T04:00:00.000Z","Arkansas State",7,TRUE,"away","Texas State","Sun Belt","Sun Belt"
"91","2024-10-19T04:00:00.000Z","Arkansas State",8,TRUE,"away","Southern Mississippi","Sun Belt","Sun Belt"
"92","2024-10-26T23:00:00.000Z","Arkansas State",9,TRUE,"home","Troy","Sun Belt","Sun Belt"
"93","2024-11-09T05:00:00.000Z","Arkansas State",11,TRUE,"away","Louisiana","Sun Belt","Sun Belt"
"94","2024-11-16T05:00:00.000Z","Arkansas State",12,TRUE,"away","Georgia State","Sun Belt","Sun Belt"
"95","2024-11-23T20:00:00.000Z","Arkansas State",13,TRUE,"home","Louisiana Monroe","Sun Belt","Sun Belt"
"96","2024-11-30T20:00:00.000Z","Arkansas State",14,TRUE,"home","Old Dominion","Sun Belt","Sun Belt"
"97","2024-08-30T22:00:00.000Z","Army",1,FALSE,"home","Lehigh",NA,"American Athletic"
"98","2024-09-07T16:00:00.000Z","Army",2,TRUE,"away","Florida Atlantic","American Athletic","American Athletic"
"99","2024-09-21T16:00:00.000Z","Army",4,TRUE,"home","Rice","American Athletic","American Athletic"
"100","2024-09-26T23:30:00.000Z","Army",5,TRUE,"away","Temple","American Athletic","American Athletic"
"101","2024-10-05T04:00:00.000Z","Army",6,TRUE,"away","Tulsa","American Athletic","American Athletic"
"102","2024-10-12T16:00:00.000Z","Army",7,TRUE,"home","UAB","American Athletic","American Athletic"
"103","2024-10-19T16:00:00.000Z","Army",8,TRUE,"home","East Carolina","American Athletic","American Athletic"
"104","2024-11-02T04:00:00.000Z","Army",10,FALSE,"home","Air Force","Mountain West","American Athletic"
"105","2024-11-09T05:00:00.000Z","Army",11,TRUE,"away","North Texas","American Athletic","American Athletic"
"106","2024-11-24T00:00:00.000Z","Army",13,FALSE,"neutral","Notre Dame","FBS Independents","American Athletic"
"107","2024-11-30T17:00:00.000Z","Army",14,TRUE,"home","UT San Antonio","American Athletic","American Athletic"
"108","2024-12-14T20:00:00.000Z","Army",16,TRUE,"neutral","Navy","American Athletic","American Athletic"
"109","2024-08-31T23:30:00.000Z","Auburn",1,FALSE,"home","Alabama A&M",NA,"SEC"
"110","2024-09-07T19:30:00.000Z","Auburn",2,FALSE,"home","California","ACC","SEC"
"111","2024-09-14T23:30:00.000Z","Auburn",3,FALSE,"home","New Mexico","Mountain West","SEC"
"112","2024-09-21T04:00:00.000Z","Auburn",4,TRUE,"home","Arkansas","SEC","SEC"
"113","2024-09-28T04:00:00.000Z","Auburn",5,TRUE,"home","Oklahoma","SEC","SEC"
"114","2024-10-05T04:00:00.000Z","Auburn",6,TRUE,"away","Georgia","SEC","SEC"
"115","2024-10-19T04:00:00.000Z","Auburn",8,TRUE,"away","Missouri","SEC","SEC"
"116","2024-10-26T04:00:00.000Z","Auburn",9,TRUE,"away","Kentucky","SEC","SEC"
"117","2024-11-02T04:00:00.000Z","Auburn",10,TRUE,"home","Vanderbilt","SEC","SEC"
"118","2024-11-16T17:45:00.000Z","Auburn",12,FALSE,"home","Louisiana Monroe","Sun Belt","SEC"
"119","2024-11-23T05:00:00.000Z","Auburn",13,TRUE,"home","Texas A&M","SEC","SEC"
"120","2024-11-30T05:00:00.000Z","Auburn",14,TRUE,"away","Alabama","SEC","SEC"
"121","2024-09-07T18:00:00.000Z","Ball State",2,FALSE,"home","Missouri State",NA,"Mid-American"
"122","2024-09-14T19:30:00.000Z","Ball State",3,FALSE,"away","Miami","ACC","Mid-American"
"123","2024-09-21T04:00:00.000Z","Ball State",4,TRUE,"away","Central Michigan","Mid-American","Mid-American"
"124","2024-09-28T04:00:00.000Z","Ball State",5,FALSE,"away","James Madison","Sun Belt","Mid-American"
"125","2024-10-05T04:00:00.000Z","Ball State",6,TRUE,"home","Western Michigan","Mid-American","Mid-American"
"126","2024-10-12T04:00:00.000Z","Ball State",7,TRUE,"away","Kent State","Mid-American","Mid-American"
"127","2024-10-19T23:00:00.000Z","Ball State",8,FALSE,"away","Vanderbilt","SEC","Mid-American"
"128","2024-10-26T04:00:00.000Z","Ball State",9,TRUE,"home","Northern Illinois","Mid-American","Mid-American"
"129","2024-11-05T05:00:00.000Z","Ball State",11,TRUE,"home","Miami (OH)","Mid-American","Mid-American"
"130","2024-11-12T05:00:00.000Z","Ball State",12,TRUE,"away","Buffalo","Mid-American","Mid-American"
"131","2024-11-23T05:00:00.000Z","Ball State",13,TRUE,"home","Bowling Green","Mid-American","Mid-American"
"132","2024-11-29T05:00:00.000Z","Ball State",14,TRUE,"away","Ohio","Mid-American","Mid-American"
"133","2024-08-31T23:00:00.000Z","Baylor",1,FALSE,"home","Tarleton State",NA,"Big 12"
"134","2024-09-07T19:30:00.000Z","Baylor",2,TRUE,"away","Utah","Big 12","Big 12"
"135","2024-09-14T23:30:00.000Z","Baylor",3,FALSE,"home","Air Force","Mountain West","Big 12"
"136","2024-09-21T04:00:00.000Z","Baylor",4,TRUE,"away","Colorado","Big 12","Big 12"
"137","2024-09-28T04:00:00.000Z","Baylor",5,TRUE,"home","BYU","Big 12","Big 12"
"138","2024-10-05T04:00:00.000Z","Baylor",6,TRUE,"away","Iowa State","Big 12","Big 12"
"139","2024-10-19T04:00:00.000Z","Baylor",8,TRUE,"away","Texas Tech","Big 12","Big 12"
"140","2024-10-26T04:00:00.000Z","Baylor",9,TRUE,"home","Oklahoma State","Big 12","Big 12"
"141","2024-11-02T04:00:00.000Z","Baylor",10,TRUE,"home","TCU","Big 12","Big 12"
"142","2024-11-16T05:00:00.000Z","Baylor",12,TRUE,"away","West Virginia","Big 12","Big 12"
"143","2024-11-23T05:00:00.000Z","Baylor",13,TRUE,"away","Houston","Big 12","Big 12"
"144","2024-11-30T05:00:00.000Z","Baylor",14,TRUE,"home","Kansas","Big 12","Big 12"
"145","2024-08-31T20:00:00.000Z","Boise State",1,FALSE,"away","Georgia Southern","Sun Belt","Mountain West"
"146","2024-09-08T02:00:00.000Z","Boise State",2,FALSE,"away","Oregon","Big Ten","Mountain West"
"147","2024-09-22T01:45:00.000Z","Boise State",4,FALSE,"home","Portland State",NA,"Mountain West"
"148","2024-09-28T04:00:00.000Z","Boise State",5,FALSE,"home","Washington State","Pac-12","Mountain West"
"149","2024-10-05T04:00:00.000Z","Boise State",6,TRUE,"home","Utah State","Mountain West","Mountain West"
"150","2024-10-13T03:00:00.000Z","Boise State",7,TRUE,"away","Hawai'i","Mountain West","Mountain West"
"151","2024-10-26T02:30:00.000Z","Boise State",9,TRUE,"away","UNLV","Mountain West","Mountain West"
"152","2024-11-02T00:00:00.000Z","Boise State",10,TRUE,"home","San Diego State","Mountain West","Mountain West"
"153","2024-11-09T05:00:00.000Z","Boise State",11,TRUE,"home","Nevada","Mountain West","Mountain West"
"154","2024-11-17T00:00:00.000Z","Boise State",12,TRUE,"away","San José State","Mountain West","Mountain West"
"155","2024-11-24T00:00:00.000Z","Boise State",13,TRUE,"away","Wyoming","Mountain West","Mountain West"
"156","2024-11-29T17:00:00.000Z","Boise State",14,FALSE,"home","Oregon State","Pac-12","Mountain West"
"157","2024-09-02T23:30:00.000Z","Boston College",1,TRUE,"away","Florida State","ACC","ACC"
"158","2024-09-07T19:30:00.000Z","Boston College",2,FALSE,"home","Duquesne",NA,"ACC"
"159","2024-09-14T16:45:00.000Z","Boston College",3,FALSE,"away","Missouri","SEC","ACC"
"160","2024-09-21T04:00:00.000Z","Boston College",4,FALSE,"home","Michigan State","Big Ten","ACC"
"161","2024-09-28T04:00:00.000Z","Boston College",5,FALSE,"home","Western Kentucky","Conference USA","ACC"
"162","2024-10-05T04:00:00.000Z","Boston College",6,TRUE,"away","Virginia","ACC","ACC"
"163","2024-10-17T23:30:00.000Z","Boston College",8,TRUE,"away","Virginia Tech","ACC","ACC"
"164","2024-10-25T23:30:00.000Z","Boston College",9,TRUE,"home","Louisville","ACC","ACC"
"165","2024-11-09T05:00:00.000Z","Boston College",11,TRUE,"home","Syracuse","ACC","ACC"
"166","2024-11-16T05:00:00.000Z","Boston College",12,TRUE,"away","SMU","ACC","ACC"
"167","2024-11-23T05:00:00.000Z","Boston College",13,TRUE,"home","North Carolina","ACC","ACC"
"168","2024-11-30T05:00:00.000Z","Boston College",14,TRUE,"home","Pittsburgh","ACC","ACC"
"169","2024-08-29T23:00:00.000Z","Bowling Green",1,FALSE,"home","Fordham",NA,"Mid-American"
"170","2024-09-07T16:00:00.000Z","Bowling Green",2,FALSE,"away","Penn State","Big Ten","Mid-American"
"171","2024-09-21T23:30:00.000Z","Bowling Green",4,FALSE,"away","Texas A&M","SEC","Mid-American"
"172","2024-09-28T04:00:00.000Z","Bowling Green",5,FALSE,"home","Old Dominion","Sun Belt","Mid-American"
"173","2024-10-05T04:00:00.000Z","Bowling Green",6,TRUE,"away","Akron","Mid-American","Mid-American"
"174","2024-10-12T04:00:00.000Z","Bowling Green",7,TRUE,"home","Northern Illinois","Mid-American","Mid-American"
"175","2024-10-19T04:00:00.000Z","Bowling Green",8,TRUE,"home","Kent State","Mid-American","Mid-American"
"176","2024-10-26T04:00:00.000Z","Bowling Green",9,TRUE,"away","Toledo","Mid-American","Mid-American"
"177","2024-11-05T05:00:00.000Z","Bowling Green",11,TRUE,"away","Central Michigan","Mid-American","Mid-American"
"178","2024-11-12T05:00:00.000Z","Bowling Green",12,TRUE,"home","Western Michigan","Mid-American","Mid-American"
"179","2024-11-23T05:00:00.000Z","Bowling Green",13,TRUE,"away","Ball State","Mid-American","Mid-American"
"180","2024-11-29T05:00:00.000Z","Bowling Green",14,TRUE,"home","Miami (OH)","Mid-American","Mid-American"
"181","2024-08-29T23:00:00.000Z","Buffalo",1,FALSE,"home","Lafayette",NA,"Mid-American"
"182","2024-09-07T23:00:00.000Z","Buffalo",2,FALSE,"away","Missouri","SEC","Mid-American"
"183","2024-09-14T17:00:00.000Z","Buffalo",3,FALSE,"home","UMass","FBS Independents","Mid-American"
"184","2024-09-21T04:00:00.000Z","Buffalo",4,TRUE,"away","Northern Illinois","Mid-American","Mid-American"
"185","2024-09-28T16:00:00.000Z","Buffalo",5,FALSE,"away","Connecticut","FBS Independents","Mid-American"
"186","2024-10-12T04:00:00.000Z","Buffalo",7,TRUE,"home","Toledo","Mid-American","Mid-American"
"187","2024-10-19T04:00:00.000Z","Buffalo",8,TRUE,"home","Western Michigan","Mid-American","Mid-American"
"188","2024-10-26T04:00:00.000Z","Buffalo",9,TRUE,"away","Ohio","Mid-American","Mid-American"
"189","2024-11-02T04:00:00.000Z","Buffalo",10,TRUE,"away","Akron","Mid-American","Mid-American"
"190","2024-11-12T05:00:00.000Z","Buffalo",12,TRUE,"home","Ball State","Mid-American","Mid-American"
"191","2024-11-21T00:00:00.000Z","Buffalo",13,TRUE,"away","Eastern Michigan","Mid-American","Mid-American"
"192","2024-11-27T00:00:00.000Z","Buffalo",14,TRUE,"home","Kent State","Mid-American","Mid-American"
"193","2024-09-01T00:00:00.000Z","BYU",1,FALSE,"home","Southern Illinois",NA,"Big 12"
"194","2024-09-06T23:00:00.000Z","BYU",2,FALSE,"away","SMU","ACC","Big 12"
"195","2024-09-15T01:00:00.000Z","BYU",3,FALSE,"away","Wyoming","Mountain West","Big 12"
"196","2024-09-21T04:00:00.000Z","BYU",4,TRUE,"home","Kansas State","Big 12","Big 12"
"197","2024-09-28T04:00:00.000Z","BYU",5,TRUE,"away","Baylor","Big 12","Big 12"
"198","2024-10-12T04:00:00.000Z","BYU",7,TRUE,"home","Arizona","Big 12","Big 12"
"199","2024-10-19T02:15:00.000Z","BYU",8,TRUE,"home","Oklahoma State","Big 12","Big 12"
"200","2024-10-26T04:00:00.000Z","BYU",9,TRUE,"away","UCF","Big 12","Big 12"
"201","2024-11-09T05:00:00.000Z","BYU",11,TRUE,"away","Utah","Big 12","Big 12"
"202","2024-11-16T05:00:00.000Z","BYU",12,TRUE,"home","Kansas","Big 12","Big 12"
"203","2024-11-23T05:00:00.000Z","BYU",13,TRUE,"away","Arizona State","Big 12","Big 12"
"204","2024-11-30T05:00:00.000Z","BYU",14,TRUE,"home","Houston","Big 12","Big 12"
"205","2024-08-31T21:00:00.000Z","California",1,FALSE,"home","UC Davis",NA,"ACC"
"206","2024-09-07T19:30:00.000Z","California",2,FALSE,"away","Auburn","SEC","ACC"
"207","2024-09-15T02:30:00.000Z","California",3,FALSE,"home","San Diego State","Mountain West","ACC"
"208","2024-09-21T04:00:00.000Z","California",4,TRUE,"away","Florida State","ACC","ACC"
"209","2024-10-05T04:00:00.000Z","California",6,TRUE,"home","Miami","ACC","ACC"
"210","2024-10-12T04:00:00.000Z","California",7,TRUE,"away","Pittsburgh","ACC","ACC"
"211","2024-10-19T04:00:00.000Z","California",8,TRUE,"home","NC State","ACC","ACC"
"212","2024-10-26T04:00:00.000Z","California",9,FALSE,"home","Oregon State","Pac-12","ACC"
"213","2024-11-09T01:00:00.000Z","California",11,TRUE,"away","Wake Forest","ACC","ACC"
"214","2024-11-16T05:00:00.000Z","California",12,TRUE,"home","Syracuse","ACC","ACC"
"215","2024-11-23T05:00:00.000Z","California",13,TRUE,"home","Stanford","ACC","ACC"
"216","2024-11-30T05:00:00.000Z","California",14,TRUE,"away","SMU","ACC","ACC"
"217","2024-08-29T23:00:00.000Z","Central Michigan",1,FALSE,"home","Central Connecticut",NA,"Mid-American"
"218","2024-09-07T22:00:00.000Z","Central Michigan",2,FALSE,"neutral","Florida International","Conference USA","Mid-American"
"219","2024-09-14T16:00:00.000Z","Central Michigan",3,FALSE,"away","Illinois","Big Ten","Mid-American"
"220","2024-09-21T04:00:00.000Z","Central Michigan",4,TRUE,"home","Ball State","Mid-American","Mid-American"
"221","2024-09-28T04:00:00.000Z","Central Michigan",5,FALSE,"home","San Diego State","Mountain West","Mid-American"
"222","2024-10-12T04:00:00.000Z","Central Michigan",7,TRUE,"home","Ohio","Mid-American","Mid-American"
"223","2024-10-19T04:00:00.000Z","Central Michigan",8,TRUE,"away","Eastern Michigan","Mid-American","Mid-American"
"224","2024-10-26T04:00:00.000Z","Central Michigan",9,TRUE,"away","Miami (OH)","Mid-American","Mid-American"
"225","2024-11-05T05:00:00.000Z","Central Michigan",11,TRUE,"home","Bowling Green","Mid-American","Mid-American"
"226","2024-11-12T05:00:00.000Z","Central Michigan",12,TRUE,"away","Toledo","Mid-American","Mid-American"
"227","2024-11-19T05:00:00.000Z","Central Michigan",13,TRUE,"home","Western Michigan","Mid-American","Mid-American"
"228","2024-11-30T05:00:00.000Z","Central Michigan",14,TRUE,"away","Northern Illinois","Mid-American","Mid-American"
"229","2024-09-01T00:00:00.000Z","Charlotte",1,FALSE,"home","James Madison","Sun Belt","American Athletic"
"230","2024-09-07T19:30:00.000Z","Charlotte",2,FALSE,"away","North Carolina","ACC","American Athletic"
"231","2024-09-14T22:00:00.000Z","Charlotte",3,FALSE,"home","Gardner-Webb",NA,"American Athletic"
"232","2024-09-21T04:00:00.000Z","Charlotte",4,FALSE,"away","Indiana","Big Ten","American Athletic"
"233","2024-09-28T04:00:00.000Z","Charlotte",5,TRUE,"away","Rice","American Athletic","American Athletic"
"234","2024-10-05T04:00:00.000Z","Charlotte",6,TRUE,"home","East Carolina","American Athletic","American Athletic"
"235","2024-10-19T19:30:00.000Z","Charlotte",8,TRUE,"away","Navy","American Athletic","American Athletic"
"236","2024-10-26T04:00:00.000Z","Charlotte",9,TRUE,"away","Memphis","American Athletic","American Athletic"
"237","2024-10-31T23:30:00.000Z","Charlotte",10,TRUE,"home","Tulane","American Athletic","American Athletic"
"238","2024-11-16T05:00:00.000Z","Charlotte",12,TRUE,"home","South Florida","American Athletic","American Athletic"
"239","2024-11-23T05:00:00.000Z","Charlotte",13,TRUE,"away","Florida Atlantic","American Athletic","American Athletic"
"240","2024-11-30T05:00:00.000Z","Charlotte",14,TRUE,"home","UAB","American Athletic","American Athletic"
"241","2024-08-31T18:30:00.000Z","Cincinnati",1,FALSE,"home","Towson",NA,"Big 12"
"242","2024-09-07T16:00:00.000Z","Cincinnati",2,FALSE,"home","Pittsburgh","ACC","Big 12"
"243","2024-09-14T16:00:00.000Z","Cincinnati",3,FALSE,"away","Miami (OH)","Mid-American","Big 12"
"244","2024-09-21T04:00:00.000Z","Cincinnati",4,TRUE,"home","Houston","Big 12","Big 12"
"245","2024-09-28T04:00:00.000Z","Cincinnati",5,TRUE,"away","Texas Tech","Big 12","Big 12"
"246","2024-10-12T04:00:00.000Z","Cincinnati",7,TRUE,"away","UCF","Big 12","Big 12"
"247","2024-10-19T04:00:00.000Z","Cincinnati",8,TRUE,"home","Arizona State","Big 12","Big 12"
"248","2024-10-26T04:00:00.000Z","Cincinnati",9,TRUE,"away","Colorado","Big 12","Big 12"
"249","2024-11-09T05:00:00.000Z","Cincinnati",11,TRUE,"home","West Virginia","Big 12","Big 12"
"250","2024-11-16T05:00:00.000Z","Cincinnati",12,TRUE,"away","Iowa State","Big 12","Big 12"
"251","2024-11-23T05:00:00.000Z","Cincinnati",13,TRUE,"away","Kansas State","Big 12","Big 12"
"252","2024-11-30T05:00:00.000Z","Cincinnati",14,TRUE,"home","TCU","Big 12","Big 12"
"253","2024-08-31T16:00:00.000Z","Clemson",1,FALSE,"neutral","Georgia","SEC","ACC"
"254","2024-09-08T00:00:00.000Z","Clemson",2,FALSE,"home","Appalachian State","Sun Belt","ACC"
"255","2024-09-21T04:00:00.000Z","Clemson",4,TRUE,"home","NC State","ACC","ACC"
"256","2024-09-28T04:00:00.000Z","Clemson",5,TRUE,"home","Stanford","ACC","ACC"
"257","2024-10-05T04:00:00.000Z","Clemson",6,TRUE,"away","Florida State","ACC","ACC"
"258","2024-10-12T04:00:00.000Z","Clemson",7,TRUE,"away","Wake Forest","ACC","ACC"
"259","2024-10-19T04:00:00.000Z","Clemson",8,TRUE,"home","Virginia","ACC","ACC"
"260","2024-11-02T04:00:00.000Z","Clemson",10,TRUE,"home","Louisville","ACC","ACC"
"261","2024-11-09T05:00:00.000Z","Clemson",11,TRUE,"away","Virginia Tech","ACC","ACC"
"262","2024-11-16T05:00:00.000Z","Clemson",12,TRUE,"away","Pittsburgh","ACC","ACC"
"263","2024-11-23T05:00:00.000Z","Clemson",13,FALSE,"home","The Citadel",NA,"ACC"
"264","2024-11-30T05:00:00.000Z","Clemson",14,FALSE,"home","South Carolina","SEC","ACC"
