"","date","type","game_id","year","location","team","opponent"
"8488",2024-01-03,"conf","ClemsonMiami FL1-3",2024,"away","Clemson","Miami FL"
"8489",2024-01-03,"conf","MarshallLouisiana Monroe1-3",2024,"away","Marshall","Louisiana Monroe"
"8490",2024-01-03,"nc","Northern ColoradoNorth Dakota1-3",2024,"away","Northern Colorado","North Dakota"
"8491",2024-01-03,"nond1","ReinhardtMiddle Tennessee1-3",2024,"away","Reinhardt","Middle Tennessee"
"8492",2024-01-03,"conf","Saint Joseph'sRhode Island1-3",2024,"away","Saint Joseph's","Rhode Island"
"8493",2024-01-03,"conf","RutgersOhio St.1-3",2024,"away","Rutgers","Ohio St."
"8494",2024-01-03,"conf","Boston UniversityNavy1-3",2024,"away","Boston University","Navy"
"8495",2024-01-03,"conf","CaliforniaUSC1-3",2024,"away","California","USC"
"8496",2024-01-03,"conf","MercerEast Tennessee St.1-3",2024,"away","Mercer","East Tennessee St."
"8497",2024-01-03,"conf","St. BonaventureVCU1-3",2024,"away","St. Bonaventure","VCU"
"8498",2024-01-03,"conf","USC UpstateUNC Asheville1-3",2024,"away","USC Upstate","UNC Asheville"
"8499",2024-01-03,"conf","Holy CrossBucknell1-3",2024,"away","Holy Cross","Bucknell"
"8500",2024-01-03,"conf","Loyola MDColgate1-3",2024,"away","Loyola MD","Colgate"
"8501",2024-01-03,"nc","MontanaNorth Dakota St.1-3",2024,"away","Montana","North Dakota St."
"8502",2024-01-03,"conf","DuquesneMassachusetts1-3",2024,"away","Duquesne","Massachusetts"
"8503",2024-01-03,"conf","High PointRadford1-3",2024,"away","High Point","Radford"
"8504",2024-01-03,"conf","FordhamGeorge Washington1-3",2024,"away","Fordham","George Washington"
"8505",2024-01-03,"nond1","Dallas ChristianLouisiana Tech1-3",2024,"away","Dallas Christian","Louisiana Tech"
"8506",2024-01-04,"conf","UC San DiegoUC Santa Barbara1-4",2024,"away","UC San Diego","UC Santa Barbara"
"8507",2024-01-04,"conf","Cleveland St.Wright St.1-4",2024,"away","Cleveland St.","Wright St."
"8508",2024-01-04,"conf","Cal St. FullertonUC Irvine1-4",2024,"away","Cal St. Fullerton","UC Irvine"
"8509",2024-01-04,"conf","Stony BrookNortheastern1-4",2024,"away","Stony Brook","Northeastern"
"8510",2024-01-04,"conf","IUPUIRobert Morris1-4",2024,"away","IUPUI","Robert Morris"
"8511",2024-01-04,"conf","Utah TechSeattle1-4",2024,"away","Utah Tech","Seattle"
"8512",2024-01-04,"conf","ColoradoArizona1-4",2024,"away","Colorado","Arizona"
"8513",2024-01-04,"conf","Penn St.Michigan St.1-4",2024,"away","Penn St.","Michigan St."
"8514",2024-01-04,"conf","HawaiiCal St. Bakersfield1-4",2024,"away","Hawaii","Cal St. Bakersfield"
"8515",2024-01-04,"conf","Saint Mary'sSan Diego1-4",2024,"away","Saint Mary's","San Diego"
"8516",2024-01-04,"conf","UC DavisUC Riverside1-4",2024,"away","UC Davis","UC Riverside"
"8517",2024-01-04,"conf","St. Francis PASacred Heart1-4",2024,"away","St. Francis PA","Sacred Heart"
"8518",2024-01-04,"conf","North FloridaStetson1-4",2024,"away","North Florida","Stetson"
"8519",2024-01-04,"conf","MemphisTulsa1-4",2024,"away","Memphis","Tulsa"
"8520",2024-01-04,"conf","San FranciscoPacific1-4",2024,"away","San Francisco","Pacific"
"8521",2024-01-04,"conf","North TexasWichita St.1-4",2024,"away","North Texas","Wichita St."
"8522",2024-01-04,"conf","Georgia SouthernArkansas St.1-4",2024,"away","Georgia Southern","Arkansas St."
"8523",2024-01-04,"conf","Eastern IllinoisTennessee Martin1-4",2024,"away","Eastern Illinois","Tennessee Martin"
"8524",2024-01-04,"conf","Tennessee TechMorehead St.1-4",2024,"away","Tennessee Tech","Morehead St."
"8525",2024-01-04,"conf","Coastal CarolinaTexas St.1-4",2024,"away","Coastal Carolina","Texas St."
"8526",2024-01-04,"conf","MinnesotaMichigan1-4",2024,"away","Minnesota","Michigan"
"8527",2024-01-04,"conf","UTEPNew Mexico St.1-4",2024,"away","UTEP","New Mexico St."
"8528",2024-01-04,"conf","Southeast Missouri St.Western Illinois1-4",2024,"away","Southeast Missouri St.","Western Illinois"
"8529",2024-01-04,"conf","Fairleigh DickinsonMerrimack1-4",2024,"away","Fairleigh Dickinson","Merrimack"
"8530",2024-01-04,"conf","Stephen F. AustinUT Rio Grande Valley1-4",2024,"away","Stephen F. Austin","UT Rio Grande Valley"
"8531",2024-01-04,"conf","WagnerLIU Brooklyn1-4",2024,"away","Wagner","LIU Brooklyn"
"8532",2024-01-04,"conf","Long Beach St.Cal Poly1-4",2024,"away","Long Beach St.","Cal Poly"
"8533",2024-01-04,"conf","TowsonMonmouth1-4",2024,"away","Towson","Monmouth"
"8534",2024-01-04,"conf","UNC WilmingtonDrexel1-4",2024,"away","UNC Wilmington","Drexel"
"8535",2024-01-04,"conf","Austin PeayBellarmine1-4",2024,"away","Austin Peay","Bellarmine"
"8536",2024-01-04,"conf","College of CharlestonHofstra1-4",2024,"away","College of Charleston","Hofstra"
"8537",2024-01-04,"conf","Youngstown St.Northern Kentucky1-4",2024,"away","Youngstown St.","Northern Kentucky"
"8538",2024-01-04,"conf","ElonWilliam & Mary1-4",2024,"away","Elon","William & Mary"
"8539",2024-01-04,"conf","Appalachian St.South Alabama1-4",2024,"away","Appalachian St.","South Alabama"
"8540",2024-01-04,"conf","PepperdineGonzaga1-4",2024,"away","Pepperdine","Gonzaga"
"8541",2024-01-04,"nond1","CMSVColumbia1-4",2024,"away","CMSV","Columbia"
"8542",2024-01-04,"conf","LipscombEastern Kentucky1-4",2024,"away","Lipscomb","Eastern Kentucky"
"8543",2024-01-04,"conf","Cal BaptistUtah Valley1-4",2024,"away","Cal Baptist","Utah Valley"
"8544",2024-01-04,"conf","Grand CanyonSouthern Utah1-4",2024,"away","Grand Canyon","Southern Utah"
"8545",2024-01-04,"conf","Central ConnecticutStonehill1-4",2024,"away","Central Connecticut","Stonehill"
"8546",2024-01-04,"conf","CampbellNorth Carolina A&T1-4",2024,"away","Campbell","North Carolina A&T"
"8547",2024-01-04,"conf","OregonWashington1-4",2024,"away","Oregon","Washington"
"8548",2024-01-04,"conf","SIU EdwardsvilleLittle Rock1-4",2024,"away","SIU Edwardsville","Little Rock"
"8549",2024-01-04,"conf","Santa ClaraLoyola Marymount1-4",2024,"away","Santa Clara","Loyola Marymount"
"8550",2024-01-04,"conf","HamptonDelaware1-4",2024,"away","Hampton","Delaware"
"8551",2024-01-04,"conf","TempleSouth Florida1-4",2024,"away","Temple","South Florida"
"8552",2024-01-04,"conf","Georgia St.Southern Miss1-4",2024,"away","Georgia St.","Southern Miss"
"8553",2024-01-04,"conf","James MadisonLouisiana Lafayette1-4",2024,"away","James Madison","Louisiana Lafayette"
"8554",2024-01-04,"conf","UtahArizona St.1-4",2024,"away","Utah","Arizona St."
"8555",2024-01-04,"conf","Oregon St.Washington St.1-4",2024,"away","Oregon St.","Washington St."
"8556",2024-01-04,"conf","MilwaukeeOakland1-4",2024,"away","Milwaukee","Oakland"
"8557",2024-01-04,"conf","UT ArlingtonTarleton St.1-4",2024,"away","UT Arlington","Tarleton St."
"8558",2024-01-04,"conf","Tennessee St.Southern Indiana1-4",2024,"away","Tennessee St.","Southern Indiana"
"8559",2024-01-04,"conf","JacksonvilleFlorida Gulf Coast1-4",2024,"away","Jacksonville","Florida Gulf Coast"
"8560",2024-01-04,"conf","Old DominionTroy1-4",2024,"away","Old Dominion","Troy"
"8561",2024-01-04,"conf","Green BayDetroit1-4",2024,"away","Green Bay","Detroit"
"8562",2024-01-05,"conf","CanisiusMount St. Mary's1-5",2024,"away","Canisius","Mount St. Mary's"
"8563",2024-01-05,"conf","RiderQuinnipiac1-5",2024,"away","Rider","Quinnipiac"
"8564",2024-01-05,"conf","IllinoisPurdue1-5",2024,"away","Illinois","Purdue"
"8565",2024-01-05,"conf","IonaSaint Peter's1-5",2024,"away","Iona","Saint Peter's"
"8566",2024-01-05,"conf","ConnecticutButler1-5",2024,"away","Connecticut","Butler"
"8567",2024-01-05,"conf","NiagaraManhattan1-5",2024,"away","Niagara","Manhattan"
"8568",2024-01-05,"conf","Boise St.San Jose St.1-5",2024,"away","Boise St.","San Jose St."
"8569",2024-01-05,"conf","FairfieldSiena1-5",2024,"away","Fairfield","Siena"
"8570",2024-01-06,"conf","UC Santa BarbaraCal Poly1-6",2024,"away","UC Santa Barbara","Cal Poly"
"8571",2024-01-06,"conf","Alabama A&MArkansas Pine Bluff1-6",2024,"away","Alabama A&M","Arkansas Pine Bluff"
"8572",2024-01-06,"conf","Alabama St.Arkansas Pine Bluff1-6",2024,"away","Alabama St.","Arkansas Pine Bluff"
"8573",2024-01-06,"nc","Portland St.UMKC1-6",2024,"away","Portland St.","UMKC"
"8574",2024-01-06,"conf","Ohio St.Indiana1-6",2024,"away","Ohio St.","Indiana"
"8575",2024-01-06,"conf","VirginiaNorth Carolina St.1-6",2024,"away","Virginia","North Carolina St."
"8576",2024-01-06,"conf","Central MichiganBall St.1-6",2024,"away","Central Michigan","Ball St."
"8577",2024-01-06,"conf","Wright St.Fort Wayne1-6",2024,"away","Wright St.","Fort Wayne"
"8578",2024-01-06,"conf","UC DavisUC Irvine1-6",2024,"away","UC Davis","UC Irvine"
"8579",2024-01-06,"conf","FurmanChattanooga1-6",2024,"away","Furman","Chattanooga"
"8580",2024-01-06,"conf","TulaneNorth Texas1-6",2024,"away","Tulane","North Texas"
"8581",2024-01-06,"conf","FIUJacksonville St.1-6",2024,"away","FIU","Jacksonville St."
"8582",2024-01-06,"conf","CincinnatiBYU1-6",2024,"away","Cincinnati","BYU"
"8583",2024-01-06,"conf","ValparaisoIllinois Chicago1-6",2024,"away","Valparaiso","Illinois Chicago"
"8584",2024-01-06,"conf","Florida AtlanticCharlotte1-6",2024,"away","Florida Atlantic","Charlotte"
"8585",2024-01-06,"conf","Miami FLWake Forest1-6",2024,"away","Miami FL","Wake Forest"
"8586",2024-01-06,"conf","Cal BaptistSeattle1-6",2024,"away","Cal Baptist","Seattle"
"8587",2024-01-06,"conf","St. John'sVillanova1-6",2024,"away","St. John's","Villanova"
"8588",2024-01-06,"conf","HowardNorth Carolina Central1-6",2024,"away","Howard","North Carolina Central"
"8589",2024-01-06,"conf","Colorado St.Utah St.1-6",2024,"away","Colorado St.","Utah St."
"8590",2024-01-06,"conf","Miami OHToledo1-6",2024,"away","Miami OH","Toledo"
"8591",2024-01-06,"nc","DenverNorthern Colorado1-6",2024,"away","Denver","Northern Colorado"
"8592",2024-01-06,"conf","HawaiiCal St. Northridge1-6",2024,"away","Hawaii","Cal St. Northridge"
"8593",2024-01-06,"conf","UTSARice1-6",2024,"away","UTSA","Rice"
"8594",2024-01-06,"conf","UT Rio Grande ValleyAbilene Christian1-6",2024,"away","UT Rio Grande Valley","Abilene Christian"
"8595",2024-01-06,"conf","Boston CollegeGeorgia Tech1-6",2024,"away","Boston College","Georgia Tech"
"8596",2024-01-06,"conf","UtahArizona1-6",2024,"away","Utah","Arizona"
"8597",2024-01-06,"conf","San DiegoGonzaga1-6",2024,"away","San Diego","Gonzaga"
"8598",2024-01-06,"conf","LSUTexas A&M1-6",2024,"away","LSU","Texas A&M"
"8599",2024-01-06,"conf","NevadaFresno St.1-6",2024,"away","Nevada","Fresno St."
"8600",2024-01-06,"conf","BaylorOklahoma St.1-6",2024,"away","Baylor","Oklahoma St."
"8601",2024-01-06,"nc","Weber St.Oral Roberts1-6",2024,"away","Weber St.","Oral Roberts"
"8602",2024-01-06,"conf","Northern IllinoisOhio1-6",2024,"away","Northern Illinois","Ohio"
"8603",2024-01-06,"conf","WinthropUSC Upstate1-6",2024,"away","Winthrop","USC Upstate"
"8604",2024-01-06,"conf","Kent St.Eastern Michigan1-6",2024,"away","Kent St.","Eastern Michigan"
"8605",2024-01-06,"conf","MarquetteSeton Hall1-6",2024,"away","Marquette","Seton Hall"
"8606",2024-01-06,"conf","MaineVermont1-6",2024,"away","Maine","Vermont"
"8607",2024-01-06,"conf","Louisiana TechSam Houston St.1-6",2024,"away","Louisiana Tech","Sam Houston St."
"8608",2024-01-06,"conf","Texas A&M Corpus ChrisIncarnate Word1-6",2024,"away","Texas A&M Corpus Chris","Incarnate Word"
"8609",2024-01-06,"conf","St. Francis PAWagner1-6",2024,"away","St. Francis PA","Wagner"
"8610",2024-01-06,"conf","St. BonaventureRichmond1-6",2024,"away","St. Bonaventure","Richmond"
"8611",2024-01-06,"conf","ProvidenceCreighton1-6",2024,"away","Providence","Creighton"
"8612",2024-01-06,"conf","PittsburghLouisville1-6",2024,"away","Pittsburgh","Louisville"
"8613",2024-01-06,"conf","North FloridaFlorida Gulf Coast1-6",2024,"away","North Florida","Florida Gulf Coast"
"8614",2024-01-06,"conf","Missouri St.Bradley1-6",2024,"away","Missouri St.","Bradley"
"8615",2024-01-06,"conf","AlabamaVanderbilt1-6",2024,"away","Alabama","Vanderbilt"
"8616",2024-01-06,"conf","Grand CanyonUtah Tech1-6",2024,"away","Grand Canyon","Utah Tech"
"8617",2024-01-06,"conf","Bowling GreenAkron1-6",2024,"away","Bowling Green","Akron"
"8618",2024-01-06,"conf","Central ArkansasNorth Alabama1-6",2024,"away","Central Arkansas","North Alabama"
"8619",2024-01-06,"conf","Murray St.Evansville1-6",2024,"away","Murray St.","Evansville"
"8620",2024-01-06,"conf","AmericanBucknell1-6",2024,"away","American","Bucknell"
"8621",2024-01-06,"conf","DukeNotre Dame1-6",2024,"away","Duke","Notre Dame"
"8622",2024-01-06,"conf","CaliforniaUCLA1-6",2024,"away","California","UCLA"
"8623",2024-01-06,"conf","PacificPortland1-6",2024,"away","Pacific","Portland"
"8624",2024-01-06,"conf","Alabama St.Mississippi Valley St.1-6",2024,"away","Alabama St.","Mississippi Valley St."
"8625",2024-01-06,"conf","Gardner WebbHigh Point1-6",2024,"away","Gardner Webb","High Point"
"8626",2024-01-06,"conf","Norfolk St.South Carolina St.1-6",2024,"away","Norfolk St.","South Carolina St."
"8627",2024-01-06,"conf","Georgia SouthernLouisiana Monroe1-6",2024,"away","Georgia Southern","Louisiana Monroe"
"8628",2024-01-06,"nc","North DakotaNorthern Arizona1-6",2024,"away","North Dakota","Northern Arizona"
"8629",2024-01-06,"conf","NebraskaWisconsin1-6",2024,"away","Nebraska","Wisconsin"
"8630",2024-01-06,"conf","Tennessee St.Morehead St.1-6",2024,"away","Tennessee St.","Morehead St."
"8631",2024-01-06,"conf","MississippiTennessee1-6",2024,"away","Mississippi","Tennessee"
"8632",2024-01-06,"conf","MarshallTexas St.1-6",2024,"away","Marshall","Texas St."
"8633",2024-01-06,"conf","Alcorn St.Jackson St.1-6",2024,"away","Alcorn St.","Jackson St."
"8634",2024-01-06,"conf","WyomingNew Mexico1-6",2024,"away","Wyoming","New Mexico"
"8635",2024-01-06,"conf","DuquesneLoyola Chicago1-6",2024,"away","Duquesne","Loyola Chicago"
"8636",2024-01-06,"conf","Texas TechTexas1-6",2024,"away","Texas Tech","Texas"
"8637",2024-01-06,"conf","Morgan St.Maryland Eastern Shore1-6",2024,"away","Morgan St.","Maryland Eastern Shore"
"8638",2024-01-06,"conf","LindenwoodWestern Illinois1-6",2024,"away","Lindenwood","Western Illinois"
"8639",2024-01-06,"conf","Le MoyneFairleigh Dickinson1-6",2024,"away","Le Moyne","Fairleigh Dickinson"
"8640",2024-01-06,"conf","West VirginiaHouston1-6",2024,"away","West Virginia","Houston"
"8641",2024-01-06,"conf","QueensKennesaw St.1-6",2024,"away","Queens","Kennesaw St."
"8642",2024-01-06,"conf","Southern IllinoisIllinois St.1-6",2024,"away","Southern Illinois","Illinois St."
"8643",2024-01-06,"conf","UNLVSan Diego St.1-6",2024,"away","UNLV","San Diego St."
"8644",2024-01-06,"nc","Nebraska OmahaIdaho St.1-6",2024,"away","Nebraska Omaha","Idaho St."
"8645",2024-01-06,"conf","McNeese St.Texas A&M Commerce1-6",2024,"away","McNeese St.","Texas A&M Commerce"
"8646",2024-01-06,"conf","DePaulGeorgetown1-6",2024,"away","DePaul","Georgetown"
"8647",2024-01-06,"nc","South DakotaMontana1-6",2024,"away","South Dakota","Montana"
"8648",2024-01-06,"nc","Montana St.South Dakota St.1-6",2024,"away","Montana St.","South Dakota St."
"8649",2024-01-06,"conf","Florida A&MBethune Cookman1-6",2024,"away","Florida A&M","Bethune Cookman"
"8650",2024-01-06,"conf","WoffordWestern Carolina1-6",2024,"away","Wofford","Western Carolina"
"8651",2024-01-06,"conf","UNC WilmingtonTowson1-6",2024,"away","UNC Wilmington","Towson"
"8652",2024-01-06,"conf","Coppin St.Delaware St.1-6",2024,"away","Coppin St.","Delaware St."
"8653",2024-01-06,"conf","Prairie View A&MGrambling St.1-6",2024,"away","Prairie View A&M","Grambling St."
"8654",2024-01-06,"conf","LibertyWestern Kentucky1-6",2024,"away","Liberty","Western Kentucky"
"8655",2024-01-06,"conf","UNC AshevillePresbyterian1-6",2024,"away","UNC Asheville","Presbyterian"
"8656",2024-01-06,"conf","LipscombBellarmine1-6",2024,"away","Lipscomb","Bellarmine"
"8657",2024-01-06,"conf","College of CharlestonStony Brook1-6",2024,"away","College of Charleston","Stony Brook"
"8658",2024-01-06,"conf","Eastern IllinoisLittle Rock1-6",2024,"away","Eastern Illinois","Little Rock"
"8659",2024-01-06,"conf","Western MichiganBuffalo1-6",2024,"away","Western Michigan","Buffalo"
"8660",2024-01-06,"conf","North Carolina A&TElon1-6",2024,"away","North Carolina A&T","Elon"
"8661",2024-01-06,"conf","Appalachian St.Troy1-6",2024,"away","Appalachian St.","Troy"
"8662",2024-01-06,"conf","Iowa St.Oklahoma1-6",2024,"away","Iowa St.","Oklahoma"
"8663",2024-01-06,"conf","UC RiversideLong Beach St.1-6",2024,"away","UC Riverside","Long Beach St."
"8664",2024-01-06,"conf","SamfordThe Citadel1-6",2024,"away","Samford","The Citadel"
"8665",2024-01-06,"nc","North Dakota St.Eastern Washington1-6",2024,"away","North Dakota St.","Eastern Washington"
"8666",2024-01-06,"conf","UCFKansas St.1-6",2024,"away","UCF","Kansas St."
"8667",2024-01-06,"conf","Santa ClaraPepperdine1-6",2024,"away","Santa Clara","Pepperdine"
"8668",2024-01-06,"conf","UC San DiegoCal St. Fullerton1-6",2024,"away","UC San Diego","Cal St. Fullerton"
"8669",2024-01-06,"conf","Texas SouthernSouthern1-6",2024,"away","Texas Southern","Southern"
"8670",2024-01-06,"conf","ColoradoArizona St.1-6",2024,"away","Colorado","Arizona St."
"8671",2024-01-06,"conf","MercerVMI1-6",2024,"away","Mercer","VMI"
"8672",2024-01-06,"conf","AuburnArkansas1-6",2024,"away","Auburn","Arkansas"
"8673",2024-01-06,"conf","Southeastern LouisianaNew Orleans1-6",2024,"away","Southeastern Louisiana","New Orleans"
"8674",2024-01-06,"conf","Austin PeayEastern Kentucky1-6",2024,"away","Austin Peay","Eastern Kentucky"
"8675",2024-01-06,"conf","DartmouthPenn1-6",2024,"away","Dartmouth","Penn"
"8676",2024-01-06,"conf","DrexelWilliam & Mary1-6",2024,"away","Drexel","William & Mary"
"8677",2024-01-06,"conf","Charleston SouthernLongwood1-6",2024,"away","Charleston Southern","Longwood"
"8678",2024-01-06,"conf","Mississippi St.South Carolina1-6",2024,"away","Mississippi St.","South Carolina"
"8679",2024-01-06,"conf","Northwestern St.Lamar1-6",2024,"away","Northwestern St.","Lamar"
"8680",2024-01-06,"conf","KentuckyFlorida1-6",2024,"away","Kentucky","Florida"
"8681",2024-01-06,"conf","LafayetteBoston University1-6",2024,"away","Lafayette","Boston University"
"8682",2024-01-06,"conf","Tennessee TechSouthern Indiana1-6",2024,"away","Tennessee Tech","Southern Indiana"
"8683",2024-01-06,"conf","AlbanyNJIT1-6",2024,"away","Albany","NJIT"
"8684",2024-01-06,"conf","La SalleFordham1-6",2024,"away","La Salle","Fordham"
"8685",2024-01-06,"conf","TCUKansas1-6",2024,"away","TCU","Kansas"
"8686",2024-01-06,"nc","Sacramento St.St. Thomas1-6",2024,"away","Sacramento St.","St. Thomas"
"8687",2024-01-06,"conf","North CarolinaClemson1-6",2024,"away","North Carolina","Clemson"
"8688",2024-01-06,"conf","Coastal CarolinaLouisiana Lafayette1-6",2024,"away","Coastal Carolina","Louisiana Lafayette"
"8689",2024-01-06,"conf","Oregon St.Washington1-6",2024,"away","Oregon St.","Washington"
"8690",2024-01-06,"conf","BryantUMBC1-6",2024,"away","Bryant","UMBC"
"8691",2024-01-06,"conf","DelawareHofstra1-6",2024,"away","Delaware","Hofstra"
"8692",2024-01-06,"conf","UMass LowellNew Hampshire1-6",2024,"away","UMass Lowell","New Hampshire"
"8693",2024-01-06,"conf","Georgia St.South Alabama1-6",2024,"away","Georgia St.","South Alabama"
"8694",2024-01-06,"conf","RutgersIowa1-6",2024,"away","Rutgers","Iowa"
"8695",2024-01-06,"conf","OregonWashington St.1-6",2024,"away","Oregon","Washington St."
"8696",2024-01-06,"conf","HarvardPrinceton1-6",2024,"away","Harvard","Princeton"
"8697",2024-01-06,"conf","Saint Mary'sLoyola Marymount1-6",2024,"away","Saint Mary's","Loyola Marymount"
"8698",2024-01-06,"conf","Virginia TechFlorida St.1-6",2024,"away","Virginia Tech","Florida St."
"8699",2024-01-06,"conf","Nicholls St.Houston Christian1-6",2024,"away","Nicholls St.","Houston Christian"
"8700",2024-01-06,"conf","LehighLoyola MD1-6",2024,"away","Lehigh","Loyola MD"
"8701",2024-01-06,"conf","ColgateNavy1-6",2024,"away","Colgate","Navy"
"8702",2024-01-06,"conf","James MadisonSouthern Miss1-6",2024,"away","James Madison","Southern Miss"
"8703",2024-01-06,"conf","GeorgiaMissouri1-6",2024,"away","Georgia","Missouri"
"8704",2024-01-06,"conf","Saint LouisGeorge Mason1-6",2024,"away","Saint Louis","George Mason"
"8705",2024-01-06,"conf","JacksonvilleStetson1-6",2024,"away","Jacksonville","Stetson"
"8706",2024-01-06,"conf","CampbellHampton1-6",2024,"away","Campbell","Hampton"
"8707",2024-01-06,"conf","Holy CrossArmy1-6",2024,"away","Holy Cross","Army"
"8708",2024-01-06,"conf","MilwaukeeDetroit1-6",2024,"away","Milwaukee","Detroit"
"8709",2024-01-06,"conf","Southern UtahUtah Valley1-6",2024,"away","Southern Utah","Utah Valley"
"8710",2024-01-06,"conf","LIU BrooklynStonehill1-6",2024,"away","LIU Brooklyn","Stonehill"
"8711",2024-01-06,"conf","East Tennessee St.UNC Greensboro1-6",2024,"away","East Tennessee St.","UNC Greensboro"
"8712",2024-01-06,"conf","George WashingtonVCU1-6",2024,"away","George Washington","VCU"
"8713",2024-01-06,"conf","UT ArlingtonStephen F. Austin1-6",2024,"away","UT Arlington","Stephen F. Austin"
"8714",2024-01-06,"conf","Old DominionArkansas St.1-6",2024,"away","Old Dominion","Arkansas St."
"8715",2024-01-06,"nond1","Bethel (TN)Southeast Missouri St.1-6",2024,"away","Bethel (TN)","Southeast Missouri St."
"8716",2024-01-06,"conf","Green BayOakland1-6",2024,"away","Green Bay","Oakland"
"8717",2024-01-06,"conf","StanfordUSC1-6",2024,"away","Stanford","USC"
"8718",2024-01-06,"conf","Sacred HeartMerrimack1-6",2024,"away","Sacred Heart","Merrimack"
"8719",2024-01-07,"conf","South FloridaUAB1-7",2024,"away","South Florida","UAB"
"8720",2024-01-07,"conf","CanisiusRider1-7",2024,"away","Canisius","Rider"
"8721",2024-01-07,"conf","MaristFairfield1-7",2024,"away","Marist","Fairfield"
"8722",2024-01-07,"conf","MarylandMinnesota1-7",2024,"away","Maryland","Minnesota"
"8723",2024-01-07,"conf","MichiganPenn St.1-7",2024,"neutral","Michigan","Penn St."
"8724",2024-01-07,"conf","SMUMemphis1-7",2024,"away","SMU","Memphis"
"8725",2024-01-07,"nc","Chicago St.UTEP1-7",2024,"away","Chicago St.","UTEP"
"8726",2024-01-07,"conf","Northern KentuckyCleveland St.1-7",2024,"away","Northern Kentucky","Cleveland St."
"8727",2024-01-07,"conf","TulsaEast Carolina1-7",2024,"away","Tulsa","East Carolina"
"8728",2024-01-07,"conf","Michigan St.Northwestern1-7",2024,"away","Michigan St.","Northwestern"
"8729",2024-01-07,"conf","Mount St. Mary'sSaint Peter's1-7",2024,"away","Mount St. Mary's","Saint Peter's"
"8730",2024-01-07,"conf","Indiana St.Northern Iowa1-7",2024,"away","Indiana St.","Northern Iowa"
"8731",2024-01-07,"conf","IUPUIYoungstown St.1-7",2024,"away","IUPUI","Youngstown St."
"8732",2024-01-07,"conf","Wichita St.Temple1-7",2024,"away","Wichita St.","Temple"
"8733",2024-01-07,"conf","NiagaraIona1-7",2024,"away","Niagara","Iona"
"8734",2024-01-07,"conf","DrakeBelmont1-7",2024,"away","Drake","Belmont"
"8735",2024-01-07,"conf","MassachusettsDayton1-7",2024,"away","Massachusetts","Dayton"
"8736",2024-01-07,"conf","ManhattanQuinnipiac1-7",2024,"away","Manhattan","Quinnipiac"
"8737",2024-01-08,"conf","NortheasternMonmouth1-8",2024,"away","Northeastern","Monmouth"
"8738",2024-01-08,"conf","HowardSouth Carolina St.1-8",2024,"away","Howard","South Carolina St."
"8739",2024-01-08,"conf","Incarnate WordLamar1-8",2024,"away","Incarnate Word","Lamar"
"8740",2024-01-08,"conf","Alabama A&MMississippi Valley St.1-8",2024,"away","Alabama A&M","Mississippi Valley St."
"8741",2024-01-08,"conf","Norfolk St.North Carolina Central1-8",2024,"away","Norfolk St.","North Carolina Central"
"8742",2024-01-08,"conf","Maryland Eastern ShoreCoppin St.1-8",2024,"away","Maryland Eastern Shore","Coppin St."
"8743",2024-01-08,"conf","Texas A&M CommerceNew Orleans1-8",2024,"away","Texas A&M Commerce","New Orleans"
"8744",2024-01-08,"conf","Delaware St.Morgan St.1-8",2024,"away","Delaware St.","Morgan St."
"8745",2024-01-08,"conf","Prairie View A&MSouthern1-8",2024,"away","Prairie View A&M","Southern"
"8746",2024-01-08,"conf","Texas SouthernGrambling St.1-8",2024,"away","Texas Southern","Grambling St."
"8747",2024-01-08,"conf","Southeastern LouisianaNicholls St.1-8",2024,"away","Southeastern Louisiana","Nicholls St."
"8748",2024-01-08,"conf","Houston ChristianTexas A&M Corpus Chris1-8",2024,"away","Houston Christian","Texas A&M Corpus Chris"
"8749",2024-01-08,"conf","McNeese St.Northwestern St.1-8",2024,"away","McNeese St.","Northwestern St."
"8750",2024-01-09,"conf","IndianaRutgers1-9",2024,"away","Indiana","Rutgers"
"8751",2024-01-09,"conf","Central MichiganEastern Michigan1-9",2024,"away","Central Michigan","Eastern Michigan"
"8752",2024-01-09,"conf","YaleBrown1-9",2024,"away","Yale","Brown"
"8753",2024-01-09,"conf","BYUBaylor1-9",2024,"away","BYU","Baylor"
"8754",2024-01-09,"conf","Wake ForestFlorida St.1-9",2024,"away","Wake Forest","Florida St."
"8755",2024-01-09,"conf","WyomingUtah St.1-9",2024,"away","Wyoming","Utah St."
"8756",2024-01-09,"conf","ToledoKent St.1-9",2024,"away","Toledo","Kent St."
"8757",2024-01-09,"conf","VanderbiltLSU1-9",2024,"away","Vanderbilt","LSU"
"8758",2024-01-09,"conf","OhioBowling Green1-9",2024,"away","Ohio","Bowling Green"
"8759",2024-01-09,"conf","Northern IllinoisWestern Michigan1-9",2024,"away","Northern Illinois","Western Michigan"
"8760",2024-01-09,"conf","Notre DameGeorgia Tech1-9",2024,"away","Notre Dame","Georgia Tech"
"8761",2024-01-09,"conf","RichmondLoyola Chicago1-9",2024,"away","Richmond","Loyola Chicago"
"8762",2024-01-09,"conf","Rhode IslandDavidson1-9",2024,"away","Rhode Island","Davidson"
"8763",2024-01-09,"conf","AkronBall St.1-9",2024,"away","Akron","Ball St."
"8764",2024-01-09,"conf","CreightonDePaul1-9",2024,"away","Creighton","DePaul"
