"","tram_rank","team","conf","tram","raw_em","adj_em","off_svi","def_svi","off_e_fg_pct","off_to_pct","off_or_pct","off_ft_rate","def_e_fg_pct","def_to_pct","def_or_pct","def_ft_rate"
"347",347,"Saint Louis","A10",-7.8569416,2.8,4.69999999999999,91.7242408,99.5811824,55.7,0.192,0.241,32.9,47.1,0.146,0.296,25.4
"348",348,"Saint Francis","NEC",-7.99620459999998,-12.2,-14.7,90.471477,98.4676816,50.7,0.205,0.246,24.7,52.1,0.162,0.312,30.6
"349",349,"Bellarmine","ASun",-8.05977119999999,-19.8,-20.2,91.3450784,99.4048496,52.4,0.182,0.208,26.6,59.3,0.152,0.307,34.1
"350",350,"Oral Roberts","Sum",-8.48542469999998,-17.2,-14.2,93.9221353,102.40756,50.9,0.171,0.237,35.7,56.8,0.144,0.35,38.7
"351",351,"Long Beach St.","BW",-8.9094635,-16.4,-13.5,90.020824,98.9302875,49.5,0.222,0.28,35,53.8,0.175,0.355,34.6
"352",352,"Coastal Carolina","SB",-9.12553080000001,-10.5,-14.7,94.417728,103.5432588,50.3,0.184,0.28,34.9,49.5,0.106,0.282,35.9
"353",353,"Howard","MEAC",-9.19266329999999,-11.2,-12.6,90.1872832,99.3799465,54.5,0.216,0.268,35.6,55.8,0.165,0.339,38.4
"354",354,"Binghamton","AE",-9.44753429999999,-7.8,-12.5,91.2852706,100.7328049,52.5,0.201,0.254,32.8,49.6,0.129,0.279,33.8
"355",355,"The Citadel","SC",-9.6085168,-22.4,-21.6,90.700216,100.3087328,47.9,0.21,0.264,32.4,54.2,0.152,0.326,32.7
"356",356,"Southern Utah","WAC",-9.71172849999999,-9.90000000000001,-7.8,91.0251595,100.736888,48.6,0.219,0.295,35,49.4,0.152,0.335,30.8
"357",357,"Portland","WCC",-9.75586869999999,-19.2,-13.2,91.7012661,101.4571348,47.9,0.193,0.243,33.9,55.3,0.132,0.301,23.8
"358",358,"Florida A&M","SWAC",-10.364594,-17.5,-16,90.1812104,100.5458044,48.5,0.224,0.289,34.2,52.7,0.156,0.341,39.5
"359",359,"Arkansas Pine Bluff","SWAC",-10.5723902,-26.8,-26,90.5854056,101.1577958,50.6,0.211,0.264,32.5,57.8,0.158,0.359,43.1
"360",360,"Canisius","MAAC",-10.5847656,-21.3,-21.2,90.289613,100.8743786,51,0.182,0.185,22.3,57.4,0.158,0.353,30.3
"361",361,"Maryland Eastern Shore","MEAC",-10.8106925,-29.6,-22.8,91.8352855,102.645978,44.2,0.195,0.251,35.7,55.7,0.148,0.365,38.7
"362",362,"Stetson","ASun",-12.23734,-17.3,-17.1,91.609483,103.846823,50,0.195,0.246,34.8,52.7,0.134,0.355,26.9
"363",363,"Green Bay","Horz",-13.2253452,-17.8,-17.2,87.9619504,101.1872956,52,0.192,0.158,33.6,55.1,0.147,0.332,33.6
"364",364,"Mississippi Valley St.","SWAC",-17.995223,-49.1,-38.2,85.18215,103.177373,41.1,0.25,0.242,29,59.3,0.155,0.394,38.6
