"","team","conf","tram","raw_em","adj_em","old_svi_diff","off_svi","def_svi","old_svi_off","old_svi_def","to_pct","or_pct","d_to_pct","d_or_pct","raw_o","raw_d","adj_o","adj_d","off_e_fg_pct","off_ft_rate","def_e_fg_pct","def_ft_rate"
"256","Tulsa","Amer",-3.09373260000001,-4,-8.40000000000001,-0.0300000000000011,96.5235975,99.6173301,100.128,100.158,0.175,0.303,0.151,0.309,103.1,107.1,102.1,110.5,49.2,33.2,50,31.3
"257","Maine","AE",2.38693909999999,3.8,-3,-0.0430000000000064,94.6211623,92.2342232,100.064,100.107,0.159,0.223,0.221,0.328,104.2,100.4,102,105,51.8,29.1,50.2,30.8
"258","Quinnipiac","MAAC",3.39722490000001,3.10000000000001,-2,0.0689999999999884,98.1632024,94.7659775,100.165,100.096,0.176,0.341,0.179,0.275,102.4,99.3,102,104,47.4,30.1,48.5,29.8
"259","Long Beach St.","BW",-8.9094635,-16.4,-13.5,-0.122,90.020824,98.9302875,100.058,100.18,0.222,0.28,0.175,0.355,97.9,114.3,102,115.5,49.5,35,53.8,34.6
"260","Tennessee Tech","OVC",-6.78379249999999,-5,-11.1,-0.109999999999999,94.6914048,101.4751973,100.084,100.194,0.172,0.256,0.149,0.343,102.9,107.9,102,113.1,50.3,28.4,49,22.3
"261","Monmouth","CAA",-1.91368319999999,-8.8,-9.59999999999999,-0.0409999999999968,97.3425856,99.2562688,100.135,100.176,0.168,0.303,0.168,0.344,101.7,110.5,102,111.6,46.3,37.3,50.9,39
"262","Georgia Southern","SB",-1.6742624,-5.60000000000001,-8.39999999999999,-0.0240000000000009,95.0138256,96.688088,100.128,100.152,0.196,0.324,0.188,0.34,102.8,108.4,101.9,110.3,50,28.1,50.8,45.8
"263","Bowling Green","MAC",-0.325253799999999,-7.60000000000001,-12.8,-0.0190000000000055,95.432321,95.7575748,100.097,100.116,0.17,0.267,0.178,0.294,104.3,111.9,101.8,114.6,49.8,35.2,54.7,31.3
"264","Lehigh","PL",-4.32389700000002,-6.8,-9.10000000000001,-0.0999999999999943,93.696473,98.02037,100.039,100.139,0.155,0.194,0.161,0.3,101.7,108.5,101.8,110.9,51.5,29.6,51.8,31.1
"265","Army","PL",0.553081099999986,-4.39999999999999,-10.7,-0.00400000000000489,98.3737456,97.8206645,100.122,100.126,0.144,0.266,0.155,0.281,104.9,109.3,101.7,112.4,50.8,24.2,52.8,25.3
"266","Utah Tech","WAC",-3.65247290000001,-13.7,-12.1,-0.0810000000000031,94.374538,98.0270109,100.089,100.17,0.18,0.269,0.181,0.351,99,112.7,101.6,113.7,48.3,33.6,53.8,38.9
"267","Tennessee St.","OVC",-2.7900545,-1.3,-9.09999999999999,-0.00499999999999545,93.8436901,96.6337446,100.13,100.135,0.213,0.343,0.178,0.313,103.3,104.6,101.4,110.5,50.7,39.8,49.8,39.4
"268","Fairfield","MAAC",1.97755299999999,-12.1,-16.7,0.0180000000000007,99.5272265,97.5496735,100.162,100.144,0.155,0.317,0.171,0.315,101.2,113.3,101.4,118.1,45.3,27.5,55,31.5
"269","South Carolina St.","MEAC",4.03001880000001,-0.299999999999997,-4.3,0.0459999999999923,95.2560356,91.2260168,100.135,100.089,0.197,0.332,0.224,0.313,102,102.3,101.4,105.7,49,42.8,51.5,50.9
"270","Pacific","WCC",-3.587367,-13.9,-11.8,-0.0319999999999965,94.314213,97.90158,100.103,100.135,0.19,0.293,0.16,0.295,99.5,113.4,101.4,113.2,47.7,31.4,53.8,37.8
"271","Eastern Michigan","MAC",-2.722831,-9.8,-12.7,-0.0439999999999827,93.859803,96.582634,100.093,100.137,0.19,0.283,0.18,0.317,102.7,112.5,101.4,114.1,51.1,33.2,54.5,38.4
"272","Central Connecticut","NEC",1.8872776,7.80000000000001,-1.2,0.0260000000000105,95.5939188,93.7066412,100.099,100.073,0.169,0.268,0.179,0.252,103.9,96.1,101.3,102.5,51.3,26.8,48.2,19.1
"273","Seton Hall","BE",4.45772169999999,-9.7,-3.2,0.0590000000000117,95.8038328,91.3461111,100.139,100.08,0.192,0.331,0.217,0.297,96.2,105.9,101.3,104.5,45.1,35.1,54.9,38.5
"274","Kansas City","Sum",-0.208488599999995,-5,-6.60000000000001,0.0139999999999958,96.0851585,96.2936471,100.134,100.12,0.185,0.319,0.173,0.293,103.6,108.6,101.1,107.7,48.2,31.7,52.6,36.8
"275","Kent St.","MAC",7.24280089999999,6.09999999999999,2.69999999999999,0.0989999999999895,99.0437322,91.8009313,100.173,100.074,0.169,0.342,0.207,0.281,101.5,95.4,101.1,98.4,45.7,27.3,46.6,41.5
"276","Coastal Carolina","SB",-9.12553080000001,-10.5,-14.7,-0.0799999999999983,94.417728,103.5432588,100.096,100.176,0.184,0.28,0.106,0.282,102.3,112.8,101,115.7,50.3,34.9,49.5,35.9
"277","Hampton","CAA",4.4836066,-6.8,-9.09999999999999,0.0630000000000024,99.1673538,94.6837472,100.171,100.108,0.166,0.337,0.188,0.296,102.9,109.7,101,110.1,46.1,31.2,54.3,46.2
"278","VMI","SC",-1.81243500000001,-8.10000000000001,-10,-0.0529999999999973,94.4626816,96.2751166,100.082,100.135,0.174,0.256,0.183,0.318,101.6,109.7,100.9,110.9,48.2,36,54.3,26.6
"279","Stonehill","NEC",-4.06671,-4.30000000000001,-12,-0.0700000000000074,92.902474,96.969184,100.057,100.127,0.18,0.237,0.168,0.295,102.1,106.4,100.9,112.9,51.7,30.6,50.2,34.9
"280","Green Bay","Horz",-13.2253452,-17.8,-17.2,-0.21899999999998,87.9619504,101.1872956,99.966,100.185,0.192,0.158,0.147,0.332,99.5,117.3,100.9,118.1,52,33.6,55.1,33.6
"281","Loyola MD","PL",-0.720757000000006,-4.3,-12.1,-0.00499999999999545,95.689387,96.410144,100.113,100.118,0.177,0.29,0.17,0.288,103,107.3,100.8,112.9,49.9,30.1,52,30.5
"282","Stony Brook","CAA",-4.6181887,-16.2,-15.9,-0.0429999999999922,94.859505,99.4776937,100.115,100.158,0.19,0.305,0.153,0.311,100.1,116.3,100.8,116.7,46.7,31.4,56.7,30.7
"283","Old Dominion","SB",0.0857155999999861,-9,-10.3,0.0310000000000059,99.8009928,99.7152772,100.194,100.163,0.172,0.366,0.153,0.316,100.3,109.3,100.8,111.1,44.1,31,51,35.2
"284","Harvard","Ivy",-4.513266,-8.40000000000001,-9,-0.0799999999999841,92.8382518,97.3515178,100.069,100.149,0.189,0.258,0.177,0.326,100,108.4,100.8,109.8,50.2,25.3,51.7,26.1
"285","Canisius","MAAC",-10.5847656,-21.3,-21.2,-0.191999999999993,90.289613,100.8743786,100.003,100.195,0.182,0.185,0.158,0.353,98.5,119.8,100.7,121.9,51,22.3,57.4,30.3
"286","Louisiana","SB",-0.953040900000005,-13.6,-13.2,-0.0570000000000022,96.6970867,97.6501276,100.108,100.165,0.159,0.267,0.183,0.348,98.7,112.3,100.7,113.9,46.1,29.2,52.9,44.4
"287","Stetson","ASun",-12.23734,-17.3,-17.1,-0.170000000000002,91.609483,103.846823,100.051,100.221,0.195,0.246,0.134,0.355,100,117.3,100.6,117.7,50,34.8,52.7,26.9
"288","Dartmouth","Ivy",-4.03872659999999,-4.59999999999999,-8.7,-0.0600000000000023,94.1241654,98.162892,100.059,100.119,0.163,0.222,0.145,0.264,102.7,107.3,100.6,109.3,50,32.8,52,25.1
"289","Western Michigan","MAC",3.19744230000001,-10,-12.4,0.0719999999999885,100.4492528,97.2518105,100.186,100.114,0.158,0.344,0.155,0.269,102.2,112.2,100.6,113,45.9,32.3,54.6,33.5
"290","Niagara","MAAC",-3.48737580000001,-6.8,-13.8,-0.0489999999999924,92.133045,95.6204208,100.055,100.104,0.19,0.245,0.172,0.276,101.9,108.7,100.5,114.3,51.4,28.3,52.8,28.7
"291","Tennessee Martin","OVC",0.388336499999994,-6.7,-11.1,0.0229999999999961,95.6903916,95.3020551,100.143,100.12,0.196,0.339,0.187,0.307,99.8,106.5,100.5,111.6,46.2,34.3,52.1,33.7
"292","Binghamton","AE",-9.44753429999999,-7.8,-12.5,-0.09699999999998,91.2852706,100.7328049,100.053,100.15,0.201,0.254,0.129,0.279,101.7,109.5,100.5,113,52.5,32.8,49.6,33.8
"293","Air Force","MWC",-7.29818559999998,-13,-11.5,-0.0899999999999892,90.0412128,97.3393984,100.036,100.126,0.208,0.244,0.162,0.288,98.5,111.5,100.4,111.9,51.4,38.1,54.4,35.1
"294","Southern Utah","WAC",-9.71172849999999,-9.90000000000001,-7.8,-0.106999999999985,91.0251595,100.736888,100.076,100.183,0.219,0.295,0.152,0.335,97.5,107.4,100.3,108.1,48.6,35,49.4,30.8
"295","Northwestern St.","Slnd",-1.91843760000002,-8.60000000000001,-8.2,-0.00399999999999068,95.7023444,97.620782,100.14,100.144,0.194,0.334,0.17,0.314,98.8,107.4,100.3,108.5,46.7,31.3,50.6,31.7
"296","Rider","MAAC",-1.84628600000001,-10.7,-14.2,-0.00900000000000034,96.95065,98.796936,100.145,100.154,0.18,0.325,0.16,0.314,100.2,110.9,100.3,114.5,46.7,30.2,53.3,27
"297","Northern Kentucky","Horz",2.44821970000001,-5.40000000000001,-7.09999999999999,0.0139999999999958,96.1176176,93.6693979,100.13,100.116,0.182,0.312,0.207,0.323,100,105.4,100.2,107.3,47.7,32.1,52.6,27.4
"298","Youngstown St.","Horz",-0.0337020999999993,0.700000000000003,-4.39999999999999,-0.012999999999991,95.7830775,95.8167796,100.112,100.125,0.175,0.287,0.183,0.308,101.8,101.1,100.2,104.6,48.4,34.4,48.3,36.6
"299","SIUE","OVC",2.53649310000002,3.89999999999999,-5.2,0.0409999999999968,97.902688,95.3661949,100.147,100.106,0.168,0.315,0.177,0.283,103.3,99.4,100.2,105.4,48.5,29.8,47.4,34.7
"300","Fresno St.","MWC",-1.87119799999999,-12.7,-8.09999999999999,-0.0559999999999974,94.5797325,96.4509305,100.086,100.142,0.175,0.261,0.185,0.327,97,109.7,100.2,108.3,46,36.3,53.9,24
"301","Merrimack","MAAC",0.890106900000006,0.200000000000003,-1.90000000000001,-0.100999999999999,95.284962,94.3948551,100.059,100.16,0.145,0.204,0.223,0.383,99.9,99.7,100.1,102,49.1,24,46.9,31.2
"302","Charleston Southern","BSth",-5.4415175,-12,-10.4,-0.0330000000000013,94.4629008,99.9044183,100.111,100.144,0.193,0.304,0.137,0.281,100.1,112.1,100,110.4,48.4,45.4,53.2,33.4
"303","Delaware St.","MEAC",1.12829719999999,-7.2,-12,0.0120000000000005,97.2591772,96.13088,100.147,100.135,0.177,0.324,0.185,0.32,101.6,108.8,99.9,111.9,47.1,33.3,52.5,38.8
"304","Boston University","PL",-0.957278000000017,-3.3,-10.5,0.0420000000000016,93.6249106,94.5821886,100.115,100.073,0.207,0.322,0.166,0.239,101.7,105,99.9,110.4,50.4,30.9,52.1,29.6
"305","Mount St. Mary's","MAAC",-4.6689697,-4.09999999999999,-8.3,-0.0350000000000108,92.0198195,96.6887892,100.092,100.127,0.215,0.307,0.172,0.299,99.9,104,99.9,108.2,49.8,32.4,49.8,27.4
"306","Hofstra","CAA",-5.312996,-3.90000000000001,-2,-0.0759999999999934,92.6972865,98.0102825,100.054,100.13,0.181,0.235,0.155,0.285,96.8,100.7,99.9,101.9,48.7,26.7,45.8,35.7
"307","Le Moyne","NEC",-7.34979590000002,-15.5,-19.8,-0.114999999999995,92.2681864,99.6179823,100.061,100.176,0.192,0.253,0.163,0.339,100.1,115.6,99.6,119.4,50,38.9,54.2,40
"308","Marist","MAAC",0.396691900000008,6.80000000000001,-4.8,0.0250000000000057,95.2702569,94.873565,100.11,100.085,0.181,0.291,0.17,0.255,103.9,97.1,99.5,104.3,52.3,22.9,46.1,31.6
"309","Fairleigh Dickinson","NEC",-3.24602840000001,-10.6,-14.2,-0.0709999999999837,95.450138,98.6961664,100.093,100.164,0.167,0.26,0.168,0.332,100.8,111.4,99.5,113.7,48.8,31.3,52.4,32.5
"310","Southern","SWAC",4.6531215,-1.3,-4.59999999999999,0.0600000000000023,96.232556,91.5794345,100.142,100.082,0.188,0.33,0.215,0.297,98.7,100,99.4,104,47.3,35.9,50.5,42.6
"311","Prairie View A&M","SWAC",-2.70230029999999,-17.2,-16.9,-0.118000000000009,94.6820992,97.3843995,100.078,100.196,0.168,0.246,0.205,0.401,99.6,116.8,99.4,116.3,48.8,35.7,56.6,44.6
"312","North Carolina A&T","CAA",-1.5363266,-13,-16.1,-0.0550000000000068,98.773132,100.3094586,100.122,100.177,0.138,0.26,0.154,0.331,100.1,113.1,99.3,115.4,46.2,32.1,51.7,31
"313","Bucknell","PL",-3.9710367,-2.5,-6.7,-0.0639999999999787,92.0415424,96.0125791,100.056,100.12,0.192,0.248,0.177,0.297,100.8,103.3,99.2,105.9,51.7,37,50,33.6
"314","Morehead St.","OVC",-2.984881,-7.89999999999999,-12.1,0.00399999999999068,95.673665,98.658546,100.125,100.121,0.185,0.31,0.139,0.26,98.7,106.6,99.2,111.3,46.5,39,49.9,31.6
"315","Southern Indiana","OVC",-1.37454290000001,-7.5,-15.3,-0.0219999999999914,96.1080683,97.4826112,100.116,100.138,0.173,0.289,0.168,0.306,101.5,109,99.2,114.5,48,32.3,51.9,36.8
"316","New Orleans","Slnd",-5.54764480000001,-21.4,-17.1,-0.0949999999999847,94.875504,100.4231488,100.106,100.201,0.184,0.29,0.168,0.369,95.6,117,99.1,116.2,45.9,35.4,54.2,27.5
"317","Southern Miss","SB",-3.73228030000001,-7.89999999999999,-7.8,-0.0289999999999964,93.4460217,97.178302,100.098,100.127,0.199,0.297,0.165,0.292,97.7,105.6,99,106.8,47.6,33.2,50,34.5
"318","Saint Francis","NEC",-7.99620459999998,-12.2,-14.7,-0.108999999999995,90.471477,98.4676816,100.041,100.15,0.205,0.246,0.162,0.312,98,110.2,98.8,113.5,50.7,24.7,52.1,30.6
"319","Jackson St.","SWAC",-4.40054880000001,-16.2,-8.8,-0.0639999999999787,92.0233678,96.4239166,100.079,100.143,0.207,0.286,0.186,0.329,93.4,109.6,98.7,107.5,44.2,36.7,53.8,33
"320","Lafayette","PL",-1.9419243,-4.59999999999999,-11.5,-0.0460000000000065,95.1904248,97.1323491,100.086,100.132,0.166,0.252,0.169,0.301,101.4,106,98.7,110.2,49.4,30,50.7,29.5
"321","Little Rock","OVC",-1.57964979999998,3.2,-1.89999999999999,-0.0490000000000066,92.6739332,94.253583,100.092,100.141,0.206,0.298,0.214,0.355,98.9,95.7,98.7,100.6,49,27.4,44.3,37.3
"322","San Diego","WCC",-1.6212479,-13.4,-10.7,-0.0229999999999961,94.4247002,96.0459481,100.107,100.13,0.191,0.298,0.183,0.313,96.3,109.7,98.6,109.3,45.2,30,51.9,46.7
"323","Evansville","MVC",-4.16413819999998,-10,-7.7,-0.0870000000000033,92.8471664,97.0113046,100.05,100.137,0.176,0.226,0.174,0.311,96.7,106.7,98.3,106,48.6,29.9,50,33.9
"324","West Georgia","ASun",-0.261992299999989,-16.3,-16.5,-0.0250000000000199,95.7261535,95.9881458,100.096,100.121,0.165,0.261,0.178,0.299,97.8,114.1,98.3,114.8,47.1,27.5,56.9,36.6
"325","Abilene Christian","WAC",2.3577234,-9.59999999999999,-6.40000000000001,0.0190000000000055,91.941148,89.5834246,100.082,100.063,0.21,0.292,0.231,0.294,94.9,104.5,98.3,104.7,46.6,39.4,53.8,52.6
"326","USC Upstate","BSth",-6.97929919999999,-18.7,-17.5,-0.0940000000000083,91.6521716,98.6314708,100.055,100.149,0.197,0.252,0.159,0.308,97.8,116.5,98.3,115.8,49.5,30.5,56.6,41
"327","Florida A&M","SWAC",-10.364594,-17.5,-16,-0.11999999999999,90.1812104,100.5458044,100.065,100.185,0.224,0.289,0.156,0.341,96.4,113.9,98.2,114.2,48.5,34.2,52.7,39.5
"328","Denver","Sum",-2.78217779999999,-13.8,-16.8,-0.0510000000000019,94.3264112,97.108589,100.082,100.133,0.176,0.258,0.17,0.303,100.8,114.6,98.1,114.9,49.5,30.9,54.7,49.8
"329","FIU","CUSA",2.6827528,-4.8,-7,0.0389999999999873,94.3654376,91.6826848,100.125,100.086,0.203,0.328,0.216,0.302,98.9,103.7,98.1,105.1,48,36.3,51.7,40
"330","Cal St. Fullerton","BW",-5.77624350000001,-18.3,-14.1,-0.0849999999999795,91.3444228,97.1206663,100.059,100.144,0.204,0.263,0.177,0.321,94.1,112.4,97.9,112,45.1,43.6,52.9,38.8
"331","Austin Peay","ASun",-1.07349459999999,-12.7,-10.7,-0.0530000000000115,96.5286482,97.6021428,100.103,100.156,0.158,0.261,0.178,0.334,97.3,110,97.9,108.6,45.7,30.3,52.5,35.2
"332","Buffalo","MAC",-7.7917552,-17.6,-17.1,-0.122,91.4292968,99.221052,100.041,100.163,0.191,0.232,0.16,0.323,96.5,114.1,97.5,114.6,48.9,31.6,54.1,32.3
"333","Alcorn St.","SWAC",-5.14399119999999,-19.2,-13.9,-0.0480000000000018,93.0208574,98.1648486,100.125,100.173,0.221,0.346,0.181,0.354,93.4,112.6,97.5,111.4,44.3,29.4,53.6,31.6
"334","Western Illinois","OVC",-5.820438,-14,-21.1,-0.0700000000000074,95.386582,101.20702,100.111,100.181,0.18,0.291,0.144,0.325,99.2,113.2,97.2,118.3,48.3,25.3,52,31.8
"335","Arkansas Pine Bluff","SWAC",-10.5723902,-26.8,-26,-0.147999999999996,90.5854056,101.1577958,100.053,100.201,0.211,0.264,0.158,0.359,96.2,123,97.1,123.1,50.6,32.5,57.8,43.1
"336","Iona","MAAC",6.60609399999998,-3.40000000000001,-9.2,0.114000000000004,95.4503836,88.8442896,100.177,100.063,0.219,0.396,0.241,0.304,98.3,101.7,97,106.2,45.7,29.5,53.1,38.5
"337","Texas Southern","SWAC",-2.9027981,-8.89999999999999,-10.1,-0.075000000000017,94.1406466,97.0434447,100.093,100.168,0.186,0.279,0.193,0.361,96.7,105.6,97,107.1,45.9,32.5,49.2,36.9
"338","UC Davis","BW",0.199111099999996,-5.09999999999999,-4.90000000000001,-0.034000000000006,92.2108575,92.0117464,100.08,100.114,0.205,0.285,0.228,0.342,96.2,101.3,96.8,101.7,45.8,41.1,48.4,40.6
"339","Mercyhurst","NEC",-1.25029380000001,-12.1,-18.6,-0.0829999999999984,93.383549,94.6338428,100.053,100.136,0.17,0.223,0.206,0.342,97.6,109.7,96.8,115.4,47.2,31.1,54.8,39.6
"340","Bethune Cookman","SWAC",-3.5675988,-7.19999999999999,-8.39999999999999,-0.049999999999983,93.5827216,97.1503204,100.09,100.14,0.192,0.282,0.174,0.314,96.4,103.6,96.7,105.1,46.6,34.2,48.8,33.4
"341","Vermont","AE",-1.22043620000001,-6.59999999999999,-8.90000000000001,-0.0190000000000055,93.842575,95.0630112,100.073,100.092,0.177,0.25,0.172,0.264,96.4,103,96.5,105.4,46.8,30.6,49.9,27.9
"342","Central Arkansas","ASun",-1.15773919999999,-16.1,-17.8,-0.0219999999999914,95.8498032,97.0075424,100.118,100.14,0.178,0.296,0.176,0.316,97,113.1,96.2,114,45.8,26.2,55.4,24
"343","Maryland Eastern Shore","MEAC",-10.8106925,-29.6,-22.8,-0.160999999999987,91.8352855,102.645978,100.056,100.217,0.195,0.251,0.148,0.365,90.9,120.5,96,118.8,44.2,35.7,55.7,38.7
"344","East Texas A&M","Slnd",-6.64603889999999,-16.5,-15.3,-0.0859999999999985,88.5234011,95.16944,100.052,100.138,0.239,0.291,0.2,0.338,93.7,110.2,96,111.3,49.6,28.1,54.8,37.1
"345","Sacramento St.","BSky",-3.57126280000001,-15.7,-17.5,-0.0349999999999966,92.326846,95.8981088,100.081,100.116,0.204,0.285,0.176,0.292,95.6,111.3,95.8,113.3,46.5,34.2,54.1,39.9
"346","Northern Illinois","MAC",-5.4958383,-19.7,-17.7,-0.138999999999996,92.5608074,98.0566457,100.019,100.158,0.158,0.177,0.173,0.331,94.1,113.8,95.7,113.4,46.6,32.4,53.8,41.3
"347","Grambling St.","SWAC",-5.5722604,-14.6,-16.5,-0.083999999999989,90.8978668,96.4701272,100.049,100.133,0.204,0.253,0.179,0.312,94.1,108.7,95.6,112.1,47,33.7,52.3,31.5
"348","Louisiana Monroe","SB",-1.8414667,-15.4,-17.7,-0.0289999999999964,96.036788,97.8782547,100.119,100.148,0.176,0.295,0.169,0.317,95,110.4,95.5,113.2,44.5,29.7,53.4,26.3
"349","Alabama A&M","SWAC",-2.3316492,-16.5,-20.9,-0.0319999999999965,93.796638,96.1282872,100.141,100.173,0.22,0.361,0.208,0.381,96.1,112.6,95.5,116.4,45,36.9,53.9,45
"350","Tarleton St.","WAC",-5.8887994,-16.6,-10.3,-0.100000000000009,85.7945832,91.6833826,100.017,100.117,0.256,0.273,0.234,0.351,90.4,107,95.2,105.5,46.9,41.3,53.5,47.9
"351","Saint Peter's","MAAC",-1.42051149999999,-5.5,-11,0.0250000000000057,94.2008087,95.6213202,100.152,100.127,0.221,0.373,0.187,0.314,96.6,102.1,95.1,106.1,45,32,48.1,41.7
"352","LIU","NEC",-0.828684600000003,-4.80000000000001,-12,0.0100000000000051,93.7505851,94.5792697,100.108,100.098,0.201,0.309,0.183,0.281,97.1,101.9,94.7,106.7,47.2,27.6,48.4,44.4
"353","Detroit Mercy","Horz",-2.4925054,-14.4,-14.9,-0.0200000000000102,95.6932702,98.1857756,100.127,100.147,0.186,0.313,0.164,0.311,94.4,108.8,94.5,109.4,44.4,28.8,50.2,36.5
"354","The Citadel","SC",-9.6085168,-22.4,-21.6,-0.11999999999999,90.700216,100.3087328,100.054,100.174,0.21,0.264,0.152,0.326,94.1,116.5,94.4,116,47.9,32.4,54.2,32.7
"355","Eastern Illinois","OVC",-0.235022200000003,-13.8,-16.5,-0.0130000000000052,94.7342968,94.969319,100.106,100.119,0.186,0.292,0.191,0.31,93.8,107.6,94.4,110.9,44.5,33.2,51.7,40
"356","Stephen F. Austin","Slnd",-1.85072839999999,-6.60000000000001,-9.09999999999999,0.00300000000000011,91.476868,93.3275964,100.123,100.12,0.24,0.363,0.214,0.334,92.6,99.2,94,103.1,46.1,34.9,48.1,37
"357","Wagner","NEC",1.87122780000001,-10.6,-18.1,0.0549999999999926,94.9156278,93.0444,100.121,100.066,0.193,0.314,0.184,0.25,93.6,104.2,93.9,112,43.7,28.9,51.6,40.4
"358","NJIT","AE",-7.3334462,-15,-17.9,-0.0859999999999843,94.6950338,102.02848,100.099,100.185,0.182,0.281,0.135,0.32,94.1,109.1,93.7,111.6,44.5,28.1,48.8,39.3
"359","Western Carolina","SC",-7.10987189999999,-22.5,-18.8,-0.0730000000000075,91.5486005,98.6584724,100.062,100.135,0.203,0.265,0.149,0.284,89.5,112,93.3,112.1,43.6,26.4,52.6,35.6
"360","Lindenwood","OVC",0.098813100000001,-11.1,-16.4,-0.0169999999999959,94.98279,94.8839769,100.113,100.13,0.187,0.3,0.199,0.329,94.1,105.2,93.3,109.7,44.4,35.5,50.9,34.3
"361","New Hampshire","AE",-6.08764930000001,-19.7,-22.3,-0.0710000000000122,92.7783791,98.8660284,100.08,100.151,0.197,0.277,0.157,0.308,93.8,113.5,93,115.3,46.6,27.8,54.3,33.8
"362","Chicago St.","NEC",-6.31121839999999,-22.8,-20.3,-0.11699999999999,90.999534,97.3107524,100.039,100.156,0.196,0.235,0.182,0.338,87.9,110.7,91.1,111.4,43.4,29.7,53.2,39.4
"363","Coppin St.","MEAC",-4.4784314,-26.7,-25.2,-0.0780000000000172,90.2582795,94.7367109,100.052,100.13,0.215,0.267,0.201,0.331,86.4,113.1,87.2,112.4,42.2,37.6,57.1,37.6
"364","Mississippi Valley St.","SWAC",-17.995223,-49.1,-38.2,-0.247,85.18215,103.177373,99.992,100.239,0.25,0.242,0.155,0.394,78.3,127.4,85,123.2,41.1,29,59.3,38.6
