"","date","opponent_rk","opponent","result","location","pace","off_eff","off_eff_rk","off_e_fg_pct","off_to_pct","off_or_pct","off_ftr","off_fgm_2","off_fga_2","off_fg_2_pct","off_fgm_3","off_fga_3","off_fg_3_pct","off_fg_3a_pct","def_eff","def_eff_rk","def_e_fg_pct","def_to_pct","def_or_pct","def_ftr","def_fgm_2","def_fga_2","def_fg_2_pct","def_fgm_3","def_fga_3","def_fg_3_pct","def_fg_3a_pct","wl","team_score","opponent_score","day_date","game_date","season","coach"
"1",2003-11-22,101,"Old Dominion","W, 90-64","H",77,117.4,4,62.5,19.6,34,36.7,36,53,67.9,1,7,14.3,11.7,83.5,2,44.9,28.7,37.4,4.3,16,39,41,10,30,33.3,43.5,"W",90,64,"Sat Nov 22",20031122,2004,"Roy Williams"
"2",2003-11-24,137,"Davidson","W, 91-68","h",79,115.8,3,57.6,17.8,27,62.7,22,37,59.5,8,22,36.4,37.3,86.6,7,52.9,33.1,29.4,34.6,11,23,47.8,11,29,37.9,55.8,"W",91,68,"Mon Nov 24",20031124,2004,"Roy Williams"
"3",2003-11-29,283,"Cleveland St.","W, 82-76","A",79,104,15,43.2,20.3,48,37.8,29,63,46,2,11,18.2,14.9,96.3,21,50.8,25.4,32.4,36.7,17,33,51.5,9,27,33.3,45,"W",82,76,"Sat Nov 29",20031129,2004,"Roy Williams"
"4",2003-12-02,13,"Illinois","W, 88-81","h",79,111.8,7,52.4,16.5,32.9,44.4,24,47,51.1,6,16,37.5,25.4,103,10,49.3,17.8,37.6,24,28,51,54.9,6,24,25,32,"W",88,81,"Tue Dec 2",20031202,2004,"Roy Williams"
"5",2003-12-07,96,"George Mason","W, 115-81","H",79,146.4,1,67.2,16.6,49.1,59.4,31,49,63.3,8,15,53.3,23.4,103.2,20,53.3,24.2,32.9,33.3,17,37,45.9,10,23,43.5,38.3,"W",115,81,"Sun Dec 7",20031207,2004,"Roy Williams"
"6",2003-12-14,159,"Akron","W, 64-53","H",71,90,25,33.3,19.7,47.6,40.6,17,48,35.4,4,21,19,30.4,74.5,1,39.1,23.9,31.3,7.8,22,49,44.9,2,15,13.3,23.4,"W",64,53,"Sun Dec 14",20031214,2004,"Roy Williams"
"7",2003-12-20,15,"Wake Forest","L, 119-114","H",74,112.3,9,53.9,14.8,35.5,34.4,35,67,52.2,9,23,39.1,25.6,117.3,23,57.2,15.8,38.1,34.4,35,60,58.3,11,30,36.7,33.3,"L",114,119,"Sat Dec 20",20031220,2004,"Roy Williams"
"8",2003-12-28,120,"UNC Wilmington","W, 71-54","N",72,99,9,47.5,27.9,46.1,39.3,14,36,38.9,10,25,40,41,75.3,3,42,34.9,33.3,36,12,31,38.7,6,19,31.6,38,"W",71,54,"Sun Dec 28",20031228,2004,"Roy Williams"
"9",2003-12-30,242,"Coastal Carolina","W, 105-72","H",83,126.6,2,63.6,15.7,30,47,30,53,56.6,8,13,61.5,19.7,86.8,5,51.6,32.5,32.9,21.3,18,38,47.4,9,23,39.1,37.7,"W",105,72,"Tue Dec 30",20031230,2004,"Roy Williams"
"10",2004-01-03,10,"Kentucky","L, 61-56","A",66,84.2,26,45.4,30.1,34.3,16.7,17,37,45.9,5,17,29.4,31.5,91.8,5,44.4,18.1,36.4,21,20,44,45.5,5,18,27.8,29,"L",56,61,"Sat Jan 3",20040103,2004,"Roy Williams"
"11",2004-01-07,110,"Miami FL","W, 89-64","H",82,107.9,12,52.1,26.7,50.7,34.3,32,53,60.4,3,17,17.6,24.3,77.6,1,42.2,26.7,29,26.6,18,44,40.9,6,20,30,31.2,"W",89,64,"Wed Jan 7",20040107,2004,"Roy Williams"
"12",2004-01-11,8,"Georgia Tech","W, 103-88","H",90,114.7,5,51.4,15.6,37.4,62,32,60,53.3,3,11,27.3,15.5,98,9,46.9,26.7,38.7,52.3,20,43,46.5,7,22,31.8,33.8,"W",103,88,"Sun Jan 11",20040111,2004,"Roy Williams"
"13",2004-01-14,22,"Maryland","L, 90-84","A",81,103.7,13,45.9,19.8,44.4,35.6,23,54,42.6,7,19,36.8,26,111.1,25,57,27.2,44.1,61.4,28,48,58.3,3,9,33.3,15.8,"L",84,90,"Wed Jan 14",20040114,2004,"Roy Williams"
"14",2004-01-17,2,"Connecticut","W, 86-83","H",81,106.2,8,50,18.5,33.3,40.9,21,47,44.7,8,19,42.1,28.8,102.5,10,53.6,25.9,42.5,21.4,27,50,54,7,20,35,28.6,"W",86,83,"Sat Jan 17",20040117,2004,"Roy Williams"
"15",2004-01-22,26,"Florida St.","L, 90-81","A",68,105.9,8,54.7,20.9,31.2,29.7,17,35,48.6,12,29,41.4,45.3,117.7,29,62.7,26.1,41.5,37.3,25,40,62.5,8,19,42.1,32.2,"L",81,90,"Thu Jan 22",20040122,2004,"Roy Williams"
"16",2004-01-24,66,"Virginia","W, 96-77","H",75,127.4,3,56.9,14.6,43.5,46.1,28,51,54.9,6,14,42.9,21.5,102.2,15,53.8,25.2,24.6,43.4,18,33,54.5,7,20,35,37.7,"W",96,77,"Sat Jan 24",20040124,2004,"Roy Williams"
"17",2004-01-28,9,"N.C. State","W, 68-66","H",68,99.8,15,50,26.4,36.5,38.5,17,37,45.9,6,15,40,28.8,96.9,7,60.4,29.4,19.6,22.9,17,27,63,8,21,38.1,43.8,"W",68,66,"Wed Jan 28",20040128,2004,"Roy Williams"
"18",2004-01-31,107,"Clemson","L, 81-72","A",69,104.9,12,53.5,20.4,32.3,29.3,22,39,56.4,6,19,31.6,32.8,118,27,67.8,27.7,42.1,73.3,14,32,43.8,11,13,84.6,28.9,"L",72,81,"Sat Jan 31",20040131,2004,"Roy Williams"
"19",2004-02-05,1,"Duke","L, 83-81","H",70,102.3,9,46.6,25.2,47.7,23,27,56,48.2,5,18,27.8,24.3,104.8,11,47.7,21.5,39,40.6,20,43,46.5,7,21,33.3,32.8,"L",81,83,"Thu Feb 5",20040205,2004,"Roy Williams"
"20",2004-02-07,15,"Wake Forest","W, 79-73","A",64,123.5,2,48.4,18.8,46.7,36.1,19,36,52.8,7,25,28,41,114.1,15,50.9,15.6,40.6,37.5,18,33,54.5,7,23,30.4,41.1,"W",79,73,"Sat Feb 7",20040207,2004,"Roy Williams"
"21",2004-02-10,8,"Georgia Tech","L, 88-77","A",77,100.4,13,47.9,15.7,33.7,26.8,19,46,41.3,10,25,40,35.2,114.8,31,60.2,24.8,27.9,51.9,13,29,44.8,13,25,52,46.3,"L",77,88,"Tue Feb 10",20040210,2004,"Roy Williams"
"22",2004-02-15,22,"Maryland","W, 97-86","H",83,116.9,4,59.8,26.5,46.5,98,23,37,62.2,5,14,35.7,27.5,103.6,16,42.3,12.1,34.8,38.5,24,57,42.1,6,21,28.6,26.9,"W",97,86,"Sun Feb 15",20040215,2004,"Roy Williams"
"23",2004-02-21,26,"Florida St.","W, 78-71","H",74,106,6,51.8,23.1,42,67.3,15,34,44.1,9,21,42.9,38.2,96.5,13,54.5,19,12.7,33.9,8,19,42.1,15,37,40.5,66.1,"W",78,71,"Sat Feb 21",20040221,2004,"Roy Williams"
"24",2004-02-24,66,"Virginia","L, 74-72","A",72,100.2,17,50,20.9,32.8,19.1,24,45,53.3,5,18,27.8,28.6,103,17,46.1,22.3,44.3,32.8,16,40,40,9,24,37.5,37.5,"L",72,74,"Tue Feb 24",20040224,2004,"Roy Williams"
"25",2004-02-29,9,"N.C. State","W, 71-64","A",63,112.1,3,64.4,26.8,32,40,17,29,58.6,8,16,50,35.6,101,8,42.2,11.1,31.7,20.3,15,30,50,8,34,23.5,53.1,"W",71,64,"Sun Feb 29",20040229,2004,"Roy Williams"
"26",2004-03-02,107,"Clemson","W, 69-53","H",62,110.7,8,52.3,16,38.6,6.2,17,41,41.5,11,23,47.8,35.9,85,8,50,35.3,44.6,16.3,14,32,43.8,7,17,41.2,34.7,"W",69,53,"Tue Mar 2",20040302,2004,"Roy Williams"
"27",2004-03-06,1,"Duke","L, 70-65","A",70,93.4,17,40.8,23,47,26.1,19,43,44.2,5,22,22.7,33.8,100.6,6,50.9,17.2,27.7,31,25,47,53.2,3,11,27.3,19,"L",65,70,"Sat Mar 6",20040306,2004,"Roy Williams"
"28",2004-03-12,8,"Georgia Tech","L, 83-82","N",77,106.8,7,43.2,19.5,41.4,50,21,48,43.8,5,18,27.8,27.3,108.1,25,53.5,19.5,27.5,45.6,23,39,59,5,18,27.8,31.6,"L",82,83,"Fri Mar 12",20040312,2004,"Roy Williams"
"29",2004-03-18,36,"Air Force","W, 63-52","N",60,104.8,9,45.3,21.6,41.5,34,18,40,45,4,13,30.8,24.5,86.5,5,53.9,26.6,8.5,33.3,9,14,64.3,8,25,32,64.1,"W",63,52,"Thu Mar 18",20040318,2004,"Roy Williams"
"30",2004-03-20,17,"Texas","L, 78-75","N",68,110.7,7,45.4,16.2,38.5,29.2,16,37,43.2,9,28,32.1,43.1,115.2,20,53.6,14.8,32.2,41.8,22,42,52.4,5,13,38.5,23.6,"L",75,78,"Sat Mar 20",20040320,2004,"Roy Williams"
"31",2004-11-19,129,"Santa Clara","L, 77-66","a",71,93.2,24,41.3,22.6,42.2,38.1,17,45,37.8,6,18,33.3,28.6,108.7,20,56,26.8,45.9,58,19,33,57.6,6,17,35.3,34,"L",66,77,"Fri Nov 19",20041119,2005,"Roy Williams"
"32",2004-11-22,157,"BYU","W, 86-50","N",76,113.1,10,49.3,15.8,35.3,33.3,22,43,51.2,8,26,30.8,37.7,65.8,2,36.8,35.5,36.5,24.6,12,34,35.3,6,23,26.1,40.4,"W",86,50,"Mon Nov 22",20041122,2005,"Roy Williams"
"33",2004-11-23,82,"Tennessee","W, 94-81","N",81,115.6,9,66.7,27.1,30.6,72.5,22,35,62.9,8,16,50,31.4,99.6,14,52.4,24.6,30.1,29,16,35,45.7,11,27,40.7,43.5,"W",94,81,"Tue Nov 23",20041123,2005,"Roy Williams"
"34",2004-11-24,27,"Iowa","W, 106-92","N",83,127.6,1,59.5,13.2,28,32.4,29,57,50.9,10,17,58.8,23,110.7,21,67.9,26.5,26.2,52.8,15,29,51.7,14,24,58.3,45.3,"W",106,92,"Wed Nov 24",20041124,2005,"Roy Williams"
"35",2004-11-28,115,"USC","W, 97-65","H",85,113.7,8,60.7,23.4,37.7,60.7,31,46,67.4,4,15,26.7,24.6,76.2,2,39,32.8,41.2,23.5,19,47,40.4,5,21,23.8,30.9,"W",97,65,"Sun Nov 28",20041128,2005,"Roy Williams"
"36",2004-12-01,65,"Indiana","W, 70-63","A",74,94.9,20,48.1,31.2,39.4,44.4,14,36,38.9,8,18,44.4,33.3,85.4,5,42.3,27.1,40,23.1,11,33,33.3,11,32,34.4,49.2,"W",70,63,"Wed Dec 1",20041201,2005,"Roy Williams"
"37",2004-12-04,9,"Kentucky","W, 91-78","H",79,115.8,2,54.2,22.9,46.9,67.8,23,46,50,6,13,46.2,22,99.3,7,50,17.8,22.8,22.9,20,45,44.4,10,25,40,35.7,"W",91,78,"Sat Dec 4",20041204,2005,"Roy Williams"
"38",2004-12-12,170,"Loyola Chicago","W, 109-60","H",73,150.2,1,65.2,22.1,65.2,40.9,28,48,58.3,10,18,55.6,27.3,82.7,5,43.4,27.6,38.6,14.8,16,37,43.2,7,24,29.2,39.3,"W",109,60,"Sun Dec 12",20041212,2005,"Roy Williams"
"39",2004-12-19,94,"Virginia Tech","W, 85-51","A",73,117.1,4,71.9,30.3,33.3,43.8,24,34,70.6,7,14,50,29.2,70.2,1,41.4,26.2,27,19,15,40,37.5,6,18,33.3,31,"W",85,51,"Sun Dec 19",20041219,2005,"Roy Williams"
"40",2004-12-21,43,"Vermont","W, 93-65","H",77,120.8,2,59.2,18.2,27.9,46.7,25,43,58.1,7,17,41.2,28.3,84.4,1,50,29.9,27.4,24.1,11,25,44,12,33,36.4,56.9,"W",93,65,"Tue Dec 21",20041221,2005,"Roy Williams"
"41",2004-12-28,156,"UNC Wilmington","W, 96-75","H",81,118.4,2,69.6,23.4,24.6,72.5,19,32,59.4,11,19,57.9,37.3,92.5,7,48.5,21,20.2,26.1,18,42,42.9,9,23,39.1,35.4,"W",96,75,"Tue Dec 28",20041228,2005,"Roy Williams"
"42",2004-12-30,204,"Cleveland St.","W, 107-64","H",84,126.6,1,63.2,22.5,50,34.7,32,52,61.5,9,20,45,27.8,75.7,1,46.5,36.7,31.1,25.9,18,35,51.4,6,23,26.1,39.7,"W",107,64,"Thu Dec 30",20041230,2005,"Roy Williams"
"43",2005-01-02,290,"William & Mary","W, 105-66","H",73,143.9,1,65.6,16.4,51.8,49.2,25,35,71.4,10,26,38.5,42.6,90.4,15,46.6,26,30.9,20.3,20,37,54.1,5,22,22.7,37.3,"W",105,66,"Sun Jan 2",20050102,2005,"Roy Williams"
"44",2005-01-08,37,"Maryland","W, 109-75","H",91,119.3,4,63.8,26.3,41.3,36.2,29,49,59.2,10,20,50,29,82.1,1,39.4,18.6,20.9,36.6,25,49,51,2,22,9.1,31,"W",109,75,"Sat Jan 8",20050108,2005,"Roy Williams"
"45",2005-01-12,22,"Georgia Tech","W, 91-69","H",85,106.9,9,47.8,22.3,41.2,51.5,19,46,41.3,9,22,40.9,32.4,81,2,39.5,22.3,18.8,59.6,18,40,45,3,17,17.6,29.8,"W",91,69,"Wed Jan 12",20050112,2005,"Roy Williams"
"46",2005-01-15,8,"Wake Forest","L, 95-82","A",79,104.1,13,45.5,19,36.6,38.8,20,42,47.6,7,25,28,37.3,120.6,22,50.8,17.8,36.1,51.6,18,41,43.9,9,21,42.9,33.9,"L",82,95,"Sat Jan 15",20050115,2005,"Roy Williams"
"47",2005-01-19,57,"Clemson","W, 77-58","A",76,100.7,14,56.4,30.1,38.2,41.8,22,40,55,6,15,40,27.3,75.9,3,37.5,24.9,30,35,15,41,36.6,5,19,26.3,31.7,"W",77,58,"Wed Jan 19",20050119,2005,"Roy Williams"
"48",2005-01-22,67,"Miami FL","W, 87-67","H",82,105.9,12,52.5,21.9,32.9,51.7,24,40,60,5,20,25,33.3,81.6,1,40.3,20.7,21,25.4,18,45,40,6,22,27.3,32.8,"W",87,67,"Sat Jan 22",20050122,2005,"Roy Williams"
"49",2005-01-29,89,"Virginia","W, 110-76","A",85,130,1,70.8,20.1,35.5,43.1,25,42,59.5,14,23,60.9,35.4,89.8,3,46.9,20.1,15,32.8,15,35,42.9,10,29,34.5,45.3,"W",110,76,"Sat Jan 29",20050129,2005,"Roy Williams"
"50",2005-02-03,23,"N.C. State","W, 95-71","H",69,137,1,66.4,13,36.5,50.9,26,41,63.4,7,14,50,25.5,102.4,11,43,18.8,42.7,37.5,20,42,47.6,5,22,22.7,34.4,"W",95,71,"Thu Feb 3",20050203,2005,"Roy Williams"
"51",2005-02-06,102,"Florida St.","W, 81-60","A",68,118.3,5,46.1,13.2,45.7,43.1,18,43,41.9,8,22,36.4,33.8,87.6,8,51,32.1,31.6,31.2,11,27,40.7,9,21,42.9,43.8,"W",81,60,"Sun Feb 6",20050206,2005,"Roy Williams"
"52",2005-02-09,3,"Duke","L, 71-70","A",73,96,13,46.5,31.5,48,40.4,22,43,51.2,3,14,21.4,24.6,97.3,8,44.6,20.6,26.1,39.3,10,31,32.3,10,25,40,44.6,"L",70,71,"Wed Feb 9",20050209,2005,"Roy Williams"
"53",2005-02-13,15,"Connecticut","W, 77-70","A",77,100.2,11,45.3,14.3,31.2,20.3,23,51,45.1,7,23,30.4,31.1,91.1,2,47.6,28.6,43,30.6,22,48,45.8,5,14,35.7,22.6,"W",77,70,"Sun Feb 13",20050213,2005,"Roy Williams"
"54",2005-02-16,89,"Virginia","W, 85-61","H",70,122.1,7,58.8,23,48.3,49.1,26,42,61.9,5,15,33.3,26.3,87.6,2,43.3,23,31.4,40.4,15,31,48.4,5,21,23.8,40.4,"W",85,61,"Wed Feb 16",20050216,2005,"Roy Williams"
"55",2005-02-19,57,"Clemson","W, 88-56","H",84,104.3,10,51.5,22.5,36.9,44.6,32,56,57.1,1,9,11.1,13.8,66.4,1,35.7,32,34,31.8,18,48,37.5,3,15,20,23.8,"W",88,56,"Sat Feb 19",20050219,2005,"Roy Williams"
"56",2005-02-22,23,"N.C. State","W, 81-71","A",64,126.9,4,58.5,17.2,40.7,43.4,16,32,50,10,21,47.6,39.6,111.3,19,56.6,18.8,24.1,22.6,12,26,46.2,12,27,44.4,50.9,"W",81,71,"Tue Feb 22",20050222,2005,"Roy Williams"
"57",2005-02-27,37,"Maryland","W, 85-83","A",74,114.7,6,57.3,22.9,41.4,33.9,22,40,55,9,22,40.9,35.5,112,24,50,14.8,33,18.3,19,54,35.2,11,17,64.7,23.9,"W",85,83,"Sun Feb 27",20050227,2005,"Roy Williams"
"58",2005-03-03,102,"Florida St.","W, 91-76","H",75,122,3,62.7,17.4,30.2,39,28,43,65.1,6,16,37.5,27.1,101.9,18,56.7,24.1,25.4,16.7,19,38,50,10,22,45.5,36.7,"W",91,76,"Thu Mar 3",20050303,2005,"Roy Williams"
"59",2005-03-06,3,"Duke","W, 75-73","H",68,109.6,7,41,16.1,50.6,38.8,26,56,46.4,1,11,9.1,16.4,106.7,12,56.2,17.5,26,33.9,15,27,55.6,11,29,37.9,51.8,"W",75,73,"Sun Mar 6",20050306,2005,"Roy Williams"
"60",2005-03-11,57,"Clemson","W, 88-81","N",78,113.1,6,47.2,24.4,48,87,12,35,34.3,9,19,47.4,35.2,104.1,18,51.7,24.4,41.5,49.1,23,42,54.8,5,17,29.4,28.8,"W",88,81,"Fri Mar 11",20050311,2005,"Roy Williams"
"61",2005-03-12,22,"Georgia Tech","L, 78-75","N",70,107.1,8,42.6,21.4,41.3,45.9,14,37,37.8,8,24,33.3,39.3,111.4,22,42.3,15.7,48.8,44.6,17,46,37,7,19,36.8,29.2,"L",75,78,"Sat Mar 12",20050312,2005,"Roy Williams"
"62",2005-03-18,178,"Oakland","W, 96-68","N",66,145.9,1,74.1,21.3,57.4,32.8,25,39,64.1,12,19,63.2,32.8,103.4,15,48.3,15.2,30.9,31,19,43,44.2,6,15,40,25.9,"W",96,68,"Fri Mar 18",20050318,2005,"Roy Williams"
"63",2005-03-20,48,"Iowa St.","W, 92-65","N",82,112.8,3,53.9,15.9,34.1,56.9,23,40,57.5,8,25,32,38.5,79.7,2,38.2,20.8,34.9,22.4,23,63,36.5,4,13,30.8,17.1,"W",92,65,"Sun Mar 20",20050320,2005,"Roy Williams"
"64",2005-03-25,7,"Villanova","W, 67-66","N",64,104.3,9,50,24.9,38.7,50,12,29,41.4,8,19,42.1,39.6,102.8,10,44.3,14,31.8,31.1,15,33,45.5,8,28,28.6,45.9,"W",67,66,"Fri Mar 25",20050325,2005,"Roy Williams"
"65",2005-03-27,17,"Wisconsin","W, 88-82","N",69,127.8,1,57,13.1,38.7,28.1,29,48,60.4,5,16,31.2,25,119.1,27,58.2,16,32.3,21.3,19,37,51.4,11,24,45.8,39.3,"W",88,82,"Sun Mar 27",20050327,2005,"Roy Williams"
"66",2005-04-02,5,"Michigan St.","W, 87-71","N",79,110.4,7,53.5,16.5,32.9,23.9,29,51,56.9,6,20,30,28.2,90.1,1,38.5,14,27.9,24.3,18,51,35.3,7,23,30.4,31.1,"W",87,71,"Sat Apr 2",20050402,2005,"Roy Williams"
"67",2005-04-04,2,"Illinois","W, 75-70","N",63,118.2,1,60.6,15.8,26.7,36.5,18,36,50,9,16,56.2,30.8,110.3,13,47.1,12.6,39.5,8.6,15,30,50,12,40,30,57.1,"W",75,70,"Mon Apr 4",20050404,2005,"Roy Williams"
"68",2005-11-19,263,"Gardner Webb","W, 83-80","H",78,106.4,15,59.8,25.6,39,46.4,26,41,63.4,5,15,33.3,26.8,102.6,14,58.6,29.5,35.3,25.9,19,31,61.3,10,27,37,46.6,"W",83,80,"Sat Nov 19",20051119,2006,"Roy Williams"
"69",2005-11-22,243,"Cleveland St.","W, 112-55","H",85,131.7,3,58.6,20,62.8,65.7,32,52,61.5,6,18,33.3,25.7,64.7,1,35.2,27,26,12.7,19,58,32.8,4,13,30.8,18.3,"W",112,55,"Tue Nov 22",20051122,2006,"Roy Williams"
"70",2005-11-25,174,"UC Santa Barbara","W, 83-66","H",72,115.4,6,54.9,23.6,57.1,49.2,26,49,53.1,5,12,41.7,19.7,91.7,7,50,26.4,33.3,24.1,14,34,41.2,10,24,41.7,41.4,"W",83,66,"Fri Nov 25",20051125,2006,"Roy Williams"
"71",2005-11-29,9,"Illinois","L, 68-64","H",66,97.7,13,47.1,24.4,43.9,45.1,21,38,55.3,2,13,15.4,25.5,103.8,9,53.7,27.5,41.7,31.5,17,33,51.5,8,21,38.1,38.9,"L",64,68,"Tue Nov 29",20051129,2006,"Roy Williams"
"72",2005-12-03,24,"Kentucky","W, 83-79","A",68,121.4,4,51.7,16.1,40.3,46.7,16,33,48.5,10,27,37,45,115.6,25,57.3,13.2,27.4,43.6,21,34,61.8,7,21,33.3,38.2,"W",83,79,"Sat Dec 3",20051203,2006,"Roy Williams"
"73",2005-12-07,125,"Saint Louis","W, 75-63","H",66,114.5,5,56.8,15.3,27.4,22,23,40,57.5,7,19,36.8,32.2,96.2,14,50.9,19.8,27.1,10.3,16,42,38.1,9,16,56.2,27.6,"W",75,63,"Wed Dec 7",20051207,2006,"Roy Williams"
"74",2005-12-17,160,"Santa Clara","W, 76-58","H",70,108.1,12,56,21.3,40.4,56,19,33,57.6,6,17,35.3,34,82.5,3,38.2,19.9,33.8,14.7,17,46,37,6,22,27.3,32.4,"W",76,58,"Sat Dec 17",20051217,2006,"Roy Williams"
"75",2005-12-21,102,"USC","L, 74-59","A",76,78.1,26,43.5,33.1,34.2,42.6,13,31,41.9,7,23,30.4,42.6,98,13,58.6,25.1,26.5,22.4,16,37,43.2,12,21,57.1,36.2,"L",59,74,"Wed Dec 21",20051221,2006,"Roy Williams"
"76",2005-12-28,295,"UNC Asheville","W, 89-47","H",84,105.7,19,47,21.4,40.7,49.2,27,54,50,3,13,23.1,19.4,55.8,1,31.2,34.4,28.9,17.2,17,49,34.7,2,15,13.3,23.4,"W",89,47,"Wed Dec 28",20051228,2006,"Roy Williams"
"77",2006-01-03,122,"Davidson","W, 82-58","H",80,102.5,15,50,25,46.6,47.6,27,53,50.9,3,10,30,15.9,72.5,1,37.7,25,23.7,20,14,43,32.6,7,22,31.8,33.8,"W",82,58,"Tue Jan 3",20060103,2006,"Roy Williams"
"78",2006-01-07,30,"N.C. State","W, 82-69","H",73,112,7,59.6,24.6,24.4,59.6,19,34,55.9,6,13,46.2,27.7,94.2,5,47.5,20.5,24,22.9,17,41,41.5,8,20,40,32.8,"W",82,69,"Sat Jan 7",20060107,2006,"Roy Williams"
"79",2006-01-10,74,"Virginia Tech","W, 64-61","A",69,92.7,21,55.4,36.2,43.9,43.5,15,31,48.4,7,15,46.7,32.6,88.4,3,43.2,17.4,27.4,32.2,21,46,45.7,3,13,23.1,22,"W",64,61,"Tue Jan 10",20060110,2006,"Roy Williams"
"80",2006-01-14,55,"Miami FL","L, 81-70","H",69,101,17,47.3,23.1,33.8,36.4,14,30,46.7,8,25,32,45.5,116.8,26,43,14.4,47.7,53.1,17,45,37.8,7,19,36.8,29.7,"L",70,81,"Sat Jan 14",20060114,2006,"Roy Williams"
"81",2006-01-19,81,"Virginia","L, 72-68","A",71,95.5,18,42,19.7,41.3,20.3,17,43,39.5,8,26,30.8,37.7,101.1,15,42.2,14,27.8,50,17,39,43.6,5,19,26.3,32.8,"L",68,72,"Thu Jan 19",20060119,2006,"Roy Williams"
"82",2006-01-22,38,"Florida St.","W, 81-80","A",71,114.4,4,67.6,32.5,42.9,24.1,17,33,51.5,13,21,61.9,38.9,113,22,56.2,19.8,35.7,39.3,21,37,56.8,7,19,36.8,33.9,"W",81,80,"Sun Jan 22",20060122,2006,"Roy Williams"
"83",2006-01-25,18,"Boston College","L, 81-74","H",67,110.9,10,57,28.5,43.9,44,15,29,51.7,9,21,42.9,42,121.4,27,59.3,13.5,37.3,33.9,26,44,59.1,6,15,40,25.4,"L",74,81,"Wed Jan 25",20060125,2006,"Roy Williams"
"84",2006-01-28,23,"Arizona","W, 86-69","H",69,124.7,2,64.2,18.8,41.4,23.3,25,43,58.1,9,17,52.9,28.3,100,10,47.1,17.4,33.3,10.3,23,49,46.9,6,19,31.6,27.9,"W",86,69,"Sat Jan 28",20060128,2006,"Roy Williams"
"85",2006-02-02,57,"Maryland","W, 77-62","A",80,96.2,19,52.4,30,37.5,27.4,19,40,47.5,9,22,40.9,35.5,77.4,3,36.8,15,25.9,23.6,22,56,39.3,3,16,18.8,22.2,"W",77,62,"Thu Feb 2",20060202,2006,"Roy Williams"
"86",2006-02-04,59,"Clemson","W, 76-61","H",71,107.8,7,53,29.8,50,58,22,38,57.9,3,12,25,24,86.5,4,42.9,25.5,36.8,14.3,21,45,46.7,4,18,22.2,28.6,"W",76,61,"Sat Feb 4",20060204,2006,"Roy Williams"
"87",2006-02-07,2,"Duke","L, 87-83","H",80,104.3,10,44.8,26.4,53.6,43.3,21,51,41.2,6,16,37.5,23.9,109.3,16,57.6,20.1,22.4,40.7,19,39,48.7,10,20,50,33.9,"L",83,87,"Tue Feb 7",20060207,2006,"Roy Williams"
"88",2006-02-12,55,"Miami FL","W, 80-70","A",59,134.9,1,62.5,21.9,58.9,30.4,23,38,60.5,8,18,44.4,32.1,118.1,28,52,15.2,38.9,40,20,32,62.5,4,18,22.2,36,"W",80,70,"Sun Feb 12",20060212,2006,"Roy Williams"
"89",2006-02-15,103,"Georgia Tech","W, 82-75","H",74,111.4,7,52.7,17.7,38,62.5,25,41,61,3,15,20,26.8,101.9,15,59.4,25.8,21.8,35.9,18,36,50,9,17,52.9,32.1,"W",82,75,"Wed Feb 15",20060215,2006,"Roy Williams"
"90",2006-02-19,80,"Wake Forest","W, 83-72","A",70,119.4,9,56.7,18.7,35.7,57.7,19,33,57.6,7,19,36.8,36.5,103.6,15,49.2,18.7,37.5,14.9,21,46,45.7,8,21,38.1,31.3,"W",83,72,"Sun Feb 19",20060219,2006,"Roy Williams"
"91",2006-02-22,30,"N.C. State","W, 95-71","A",64,148.4,1,60.9,9.4,50,24.6,27,43,62.8,10,26,38.5,37.7,110.9,17,50,12.5,25,44.2,17,27,63,6,25,24,48.1,"W",95,71,"Wed Feb 22",20060222,2006,"Roy Williams"
"92",2006-02-26,57,"Maryland","W, 81-57","H",81,99.5,13,45.9,19.6,37.5,30.1,23,57,40.4,7,16,43.8,21.9,70,2,29.4,20.9,29.4,35.3,17,58,29.3,2,10,20,14.7,"W",81,57,"Sun Feb 26",20060226,2006,"Roy Williams"
"93",2006-03-01,81,"Virginia","W, 99-54","H",71,139.3,1,68.6,14.1,40.4,42.4,24,39,61.5,11,20,55,33.9,76,3,35.3,16.9,24.7,11.8,18,44,40.9,4,24,16.7,35.3,"W",99,54,"Wed Mar 1",20060301,2006,"Roy Williams"
"94",2006-03-04,2,"Duke","W, 83-76","A",83,100,14,47.8,19.3,30,33.8,25,52,48.1,5,16,31.2,23.5,91.5,2,46.4,19.3,23.3,21.4,22,44,50,7,26,26.9,37.1,"W",83,76,"Sat Mar 4",20060304,2006,"Roy Williams"
"95",2006-03-10,81,"Virginia","W, 79-67","N",71,110.9,9,56.1,21.1,26.6,67.3,20,35,57.1,5,14,35.7,28.6,94.1,9,33.6,12.6,26.6,47.5,10,36,27.8,7,25,28,41,"W",79,67,"Fri Mar 10",20060310,2006,"Roy Williams"
"96",2006-03-11,18,"Boston College","L, 85-82","N",71,116.2,7,56.2,19.8,36.2,25,18,37,48.6,12,27,44.4,42.2,120.4,25,68.5,26.9,43.8,29.6,25,38,65.8,8,16,50,29.6,"L",82,85,"Sat Mar 11",20060311,2006,"Roy Williams"
